code,name
3924,"3 RIVERS TELEPHONE COOPERATIVE, INC. - MT"
2247,"NEMONT TELEPHONE COOPERATIVE, INC."
7830,"MID-RIVERS TELEPHONE COOPERATIVE, INC."
6783,"CABLE & CELLULAR COMMUNICATIONS, LLC"
893H,"TRIANGLE COMMUNICATION SYSTEM, INC."
3310,"CENTRAL MONTANA COMMUNICATIONS, INC."
958H,"TRIANGLE COMMUNICATION SYSTEM, INC. - MT"
682H,"COMMNET WIRELESS SUBCO, LLC"
2296,"TRI - COUNTY TELEPHONE ASSOCIATION, INC."
268A,"ADVANCED COMMUNICATIONS TECHNOLOGY, INC. - WY"
2254,SOUTHERN MONTANA TELEPHONE CO.
4322,CITIZENS TELECOM CO OF MT-FRONTIER COMM OF MT
3959,"INTERBEL TELEPHONE COOPERATIVE, INC. - MT"
2242,"INTERBEL TELEPHONE COOPERATIVE, INC."
8140,"RANGE TELEPHONE COOPERATIVE, INC. - MT"
7466,"TRI TEL, INC."
1638,"MIDSTATE COMMUNICATIONS, INC."
1617,MIDSTATE TELEPHONE CO.
1689,WEST RIVER COOPERATIVE TELEPHONE COMPANY
1632,RESERVATION TELEPHONE COOPERATIVE
8083,TELUS COMMUNICATIONS (QUEBEC) INC. - QC
174G,9144-3036 QUEBEC INC DBA NAVIGUE.COM - QC
8089,"MARITIME TELEPHONE & TELEGRAPH, LTD"
0502,STAR TELEPHONE MEMBERSHIP CORP.
580C,TIME WARNER CBL INFO SVC (NC) DBA TIME WARNER CBL
6324,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC
4809,MADISON RIVER COMM. LLC DBA CENTURYLINK - NC
3235,"LEVEL 3 COMMUNICATIONS, LLC - NC"
0470,"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"
446A,"GSC TELECOMMUNICATIONS, INC. - NC"
6282,UNITED STATES CELLULAR CORP. - NORTH CAROLINA
452G,"ATLANTIC TELECOM MULTIMEDIA CONSOLIDATED, LLC - NC"
511C,"SOUTH CAROLINA NET, INC. - NC"
0476,"WINDSTREAM NORTH CAROLINA, INC."
7835,INTERMEDIA COMMUNICATIONS INC. - NC
0496,RANDOLPH TELEPHONE MEMBERSHIP CORP.
4620,"DELTACOM, INC. - NC"
440G,"FRONTIER COMMUNICATIONS OF AMERICA, INC. - NC"
7674,"US LEC OF NORTH CAROLINA, INC."
8389,"TELEPORT COMMUNICATIONS AMERICA, LLC - NC"
7555,"LEVEL 3 TELECOM OF NORTH CAROLINA, LP - NC"
638E,"ONVOY, LLC - NC"
775C,"CHARTER FIBERLINK NC-CCO, LLC - NC"
5307,"READY TELECOM, INC.-NC"
0471,CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK
7796,BUSINESS TELECOM INC. - NC
757D,"RANDOLPH TELEPHONE TELECOMMUNICATIONS, INC. - NC"
360E,YMAX COMMUNICATIONS CORP. - NC
7970,"WINDSTREAM COMMUNICATIONS, INC. - NC"
0468,ATLANTIC TELEPHONE MEMBERSHIP CORP.
6925,"COMSCAPE TELECOMMUNICATIONS, INC."
350F,"PEERLESS NETWORK OF NORTH CAROLINA, LLC - NC"
0511,YADKIN VALLEY TELEPHONE MEMBERSHIP CORP.
7973,"LEVEL 3 TELECOM OF NORTH CAROLINA, LP"
5418,"YADKIN VALLEY TELECOM, INC.-NC"
6023,REISENWEAVER COMM INC DBA RCS COMMUNICATIONS GROUP
2542,"@ COMMUNICATIONS, INC. - NC"
703F,"CEBRIDGE TELECOM NC, LLC DBA SUDDENLINK COMMS - NC"
011G,"MCC TELEPHONY OF THE SOUTH, LLC - NC"
7858,"LEVEL 3 TELECOM OF NORTH CAROLINA, LP"
0474,"WINDSTREAM CONCORD TELEPHONE, LLC"
2902,"GLOBAL CROSSING LOCAL SERVICES, INC.-NC"
4334,FRONTIER COMMUNICATIONS OF THE CAROLINAS INC - NC
8705,"MATTHEWS RADIO SERVICE, INC. DBA EASTERN RADIO"
4792,"XO NORTH CAROLINA, INC."
361F,"NORTH STATE COMMUNICATIONS ADVANCED SVCS, LLC-NC"
3758,"FUSION CLOUD SERVICES, LLC"
769H,RIVERSTREET COMMUNICATIONS OF NO CAROLINA - NC
0485,"MEBTEL, INC. DBA CENTURYLINK"
0509,FRONTIER COMMUNICATIONS OF THE CAROLINAS INC - NC
801D,"BALSAMWEST FIBERNET, LLC - NC"
403H,"ETC COMMUNICATIONS, LLC - NC"
4984,"TELCOVE OPERATIONS, INC. - NC"
3833,NETWORK TELEPHONE CORPORATION - NC
949H,"AIRUS, INC. - NC"
832C,"INTRADO COMMUNICATIONS, LLC"
735H,"RCLEC, INC. - NC"
6914,A BEEP AWAY
5932,"CAROLINA WEST WIRELESS, INC."
459C,"METROSTAT COMMUNICATIONS, INC. - NC"
0469,BARNARDSVILLE TELEPHONE CO.
0498,SALUDA MOUNTAIN TELEPHONE CO.
0473,CITIZENS TELEPHONE CO.
0497,PIEDMONT TELEPHONE MEMBERSHIP CORP.
0483,"WINDSTREAM LEXCOM COMMUNICATIONS, LLC"
0491,NORTH STATE TELEPHONE CO. DBA NORTH STATE COMM
035B,"PIEDMONT COMMUNICATIONS SERVICES, INC. - NC"
351H,TRI-COUNTY COMMUNICATIONS INC - NC
0505,TRI - COUNTY TELEPHONE MEMBERSHIP CORP.
0501,SKYLINE TELEPHONE MEMBERSHIP CORP.
9539,"SKYBEST COMMUNICATIONS, INC. - NC"
221C,"JCM NETWORKING, INC. DBA SOUTHERN LEC - NC"
9412,"SPRINGBOARD TELECOM, LLC - NC"
0494,PINEVILLE TELEPHONE CO.
867A,TOWN OF PINEVILLE DBA PTC COMMUNICATIONS - NC
582C,TIME WARNER CBLE INFO SVC (SC) DBA TIME WARNER CBL
0531,LANCASTER TELEPHONE COMPANY
0542,"COMPORIUM, INC."
077F,"BANDWIDTH.COM CLEC, LLC - SC"
0521,FORT MILL TELEPHONE CO.
8534,INTERMEDIA COMMUNICATIONS INC. - SC
8693,US LEC OF SOUTH CAROLINA INC
3453,"PBT COMMUNICATIONS, INC. - SC"
098H,"PEERLESS NETWORK OF SOUTH CAROLINA, LLC - SC"
3251,"GLOBAL CROSSING LOCAL SERVICES, INC.-SC"
5344,"LEVEL 3 TELECOM OF SOUTH CAROLINA, LLC - SC"
527H,"SOUTH CAROLINA TELECOMM GRP HOLDINGS, LLC - SC"
635C,TELEPORT COMMUNICATIONS AMERICA - SC - LLC
4518,"CONNECT COMMUNICATIONS, LLC-NC"
975D,"VOLO COMMUNICATIONS OF NORTH CAROLINA, INC. - NC"
749H,"COMPORIUM, INC. - NC"
703H,"STARVISION, INC. - NC"
6938,RODNEY SHEPARDSON DBA BUSINESS RADIO SERVICE
0503,SURRY TELEPHONE MEMBERSHIP CORP.
0510,WILKES TELEPHONE MEMBERSHIP CORP.
795D,"WILKES COMMUNICATIONS, INC. - NC"
0500,SERVICE TELEPHONE CO.
864F,"VERIZON SOUTH, INC. - NC (CONTEL)"
8688,BUSINESS TELECOM INC. - SC
837C,"INTRADO COMMUNICATIONS, LLC"
0526,FRONTIER COMMUNICATIONS OF THE CAROLINAS INC - SC
7273,"XSPEDIUS MANAGEMENT CO SWITCHED SERVICES, LLC - SC"
6858,"KINDER, ROBERT A. DBA TOTAL COMMUNICATION SYSTEMS"
778C,"CHARTER FIBERLINK SC-CCO, LLC - SC"
3572,"WINDSTREAM COMMUNICAITONS, LLC - SC"
3094,"FUSION CLOUD SERVICES, LLC"
0517,"WINDSTREAM SOUTH CAROLINA, INC."
0515,CHESNEE TELEPHONE CO.
4335,FRONTIER COMMUNICATIONS OF THE CAROLINAS INC - SC
364E,YMAX COMMUNICATIONS CORP. - SC
188J,"AIRUS, INC. - SC"
0478,"ELLERBE TELEPHONE CO., INC."
816E,BUGGS ISL TEL CO-OP DBA BUGGS ISLAND TEL CO - NC
0528,"HORRY TELEPHONE COOPERATIVE, INC."
8571,SPRINT SPECTRUM L.P.- VA
0445,"GCR TELECOMMUNICATIONS, INC. - VA"
0538,"PIEDMONT RURAL TELEPHONE COOPERATIVE, INC."
4860,"TELCOVE OF VIRGINIA, LLC - VA"
4644,"TELEPORT COMMUNICATIONS AMERICA, LLC - VA"
367E,YMAX COMMUNICATIONS CORP. - VA
168G,"MCC TELEPHONY OF THE MID-ATLANTIC, LLC - VA"
840C,"INTRADO COMMUNICATIONS, LLC"
0254,CENTRAL TEL. CO. OF VIRGINIA DBA CENTURYLINK
6283,UNITED STATES CELLULAR CORP. - VIRGINIA
1616,"INTER-COMMUNITY TELEPHONE COMPANY, LLC"
1625,NORTHWEST COMMUNICATIONS COOPERATIVE
587A,"MISSOURI VALLEY COMMUNICATIONS, INC."
744G,"WIDE VOICE, LLC - ND"
1607,CONSOLIDATED TELCOM
3303,"SRT COMMUNICATIONS, INC."
1678,TURTLE MOUNTAIN COMMUNICATIONS
1611,DICKEY RURAL TELEPHONE COOPERATIVE
1604,BEK COMMUNICATIONS COOPERATIVE
1447,NORTH DAKOTA TELEPHONE CO.
7008,"CONSOLIDATED COMMUNICATIONS NETWORKS, INC."
978G,CONSOLIDATED TELCOM PCS
4413,WEST RIVER TELECOMMUNICATIONS COOPERATIVE - ND
374F,"STANDING ROCK TELECOMMUNICATIONS, INC."
4414,WEST RIVER TELECOMMUNICATIONS COOPERATIVE - SD
1671,WEST RIVER TELECOMMUNICATIONS COOP (MOBRIDGE) - SD
1615,GRIGGS COUNTY TELEPHONE CO.
410J,"LTE WIRELESS, INC. - ND"
772G,TELEPORT COMMUNICATIONS AMERICA - ND - LLC
083J,"AIRUS, INC. - ND"
1610,DAKOTA CENTRAL TELECOMMUNICATIONS COOP.
1683,"DAKOTA CENTRAL TELECOM, INC."
1799,"DAKTEL COMMUNICATIONS, LLC - ND"
1636,UNITED TELEPHONE MUTUAL AID CORP.
1622,MOORE & LIBERTY TELEPHONE CO.
1680,VENTURE COMMUNICATIONS COOPERATIVE
1664,JAMES VALLEY COOPERATIVE TELEPHONE COMPANY
1674,RC TECHNOLOGIES
1685,"VALLEY TELECOM COOPERATIVE ASSOCIATION, INC."
681A,"THREE RIVER COMMUNICATIONS, LLC - NE"
1576,NORTHEAST NEBRASKA TELEPHONE CO.
1525,THREE RIVER TELEPHONE COMPANY
9764,MOBIUS COMMUNICATIONS COMPANY - NE
1558,HEMINGFORD COOPERATIVE TELEPHONE CO.
1574,NEBRASKA CENTRAL TELEPHONE CO.
1532,"CONSOLIDATED TELEPHONE CO., INC."
885E,"GLENWOOD TELECOMMUNICATIONS, INC. - NE"
1555,HAMILTON TELEPHONE CO.
1553,GLENWOOD TELEPHONE MEMBERSHIP CORP.
1526,CAMBRIDGE TELEPHONE CO.
1586,ROCK COUNTY TELEPHONE CO.
975G,"PBN, LLC - NE"
1542,EASTERN NEBRASKA TELEPHONE CO.
960H,"MIDSTATES DATA TRANSPORT, LLC - NE"
4530,UNITED TEL CO OF THE WEST - NE DBA CENTURYLINK-NE
6015,TRACY CORPORATION II
4345,"NEBRASKA RADIO TELEPHONE SYSTEM, INC."
8632,"NEBRASKA TECHNOLOGY & TELECOMMUNICATIONS, INC."
1562,"CONSOLIDATED TELECOM, INC."
1537,DALTON TELEPHONE CO.
1565,K & M TELEPHONE COMPANY
1531,CLARKS TELEPHONE CO.
1534,COZAD TELEPHONE CO.
4635,"PINPOINT WIRELESS, INC."
1536,CURTIS TELEPHONE CO.
1530,"CONSOLIDATED TELCO, INC."
1518,"ELSIE COMMUNICATIONS, INC."
1591,"SOUTHEAST NEBRASKA COMMUNICATIONS, INC."
1556,"HARTINGTON TELECOMMUNICATIONS, CO."
1559,HENDERSON COOPERATIVE TELEPHONE CO.
1561,HERSHEY COOPERATIVE TELEPHONE CO.
1563,HOOPER TELEPHONE CO.
1581,PIERCE TELEPHONE CO.
1567,"GLENWOOD NETWORK SERVICES, INC."
4531,UNITED TEL CO WEST - WY DBA CENTURYLINK WEST - WY
1582,"PLAINVIEW TELEPHONE CO., INC."
1590,SODTOWN TELEPHONE CO.
1659,GOLDEN WEST TEL COOP INC DBA GOLDEN WEST TELECOMM
1686,VIVIAN TEL CO DBA GOLDEN WEST TELECOMMUNICATIONS
870F,NATIVE AMERICAN TELECOM - PINE RIDGE LLC - SD
1667,KADOKA TEL CO DBA GOLDEN WEST TELECOMMUNICATIONS
1660,FORT RANDALL TELCO DBA MT RUSHMORE TELEPHONE CO
1592,STANTON TELECOM INC.
1597,WAUNETA TELEPHONE CO.
8085,NEWFOUNDLAND TELEPHONE CO LTD
651D,"CRC COMMUNICATIONS OF MAINE, INC. - NH"
6390,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VT
6289,UNITED STATES CELLULAR CORP. - VERMONT
3454,NATIONAL MOBILE COMMUNICATIONS CORPORATION - VT
0049,UNION TELEPHONE CO. - NH
0045,KEARSARGE TELEPHONE CO.
0047,MERRIMACK COUNTY TELEPHONE CO.
3320,"MERRIMACK CO. TELEPHONE CO., DBA CONTOOCOOK VALLEY"
0039,"GRANITE STATE TELEPHONE, INC."
631H,ENHANCED COMMUNICATIONS OF NORTHERN NEW ENGLAND-NH
853C,TIME WARNER CABLE INFORMATION SVCS (NEW HAMPSHIRE)
0038,BRETTON WOODS TELEPHONE CO.
033D,"DSCI, LLC"
996E,"BANDWIDTH.COM CLEC, LLC - NH"
626E,"SECURESYSCOM, INC. - NH"
637E,"ONVOY, LLC"
853H,"TDS METROCOM, LLC - NH"
451F,"ONVOY, LLC - VT"
0043,DUNBARTON TELEPHONE COMPANY
497G,CHARTER FIBERLINK - NH
0050,WILTON TELEPHONE CO.
2699,CTC COMMUNICATIONS CORP. - VT
208H,"VTEL DATA NETWORKS, INC. - VT"
3321,"HOLLIS TELEPHONE COMPANY, INC."
573F,"TOPSHAM COMMUNICATIONS, LLC"
3521,"GLOBAL NAPS, INC. - VT"
0068,TOPSHAM TELEPHONE CO.
005F,"BANDWIDTH.COM CLEC, LLC - VT"
665H,"AIRUS, INC. - VT"
3331,CONSOLIDATED COMMUNICATIONS OF NORTHLAND COMPANY
637C,"ONVOY, LLC  NJ"
9206,"VERIZON NEW JERSEY, INC."
4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ"
2680,"PAETEC COMMUNICATIONS, INC. - NJ"
4948,"CABLEVISION LIGHTPATH, INC. - NJ"
6088,"BROADWING COMMUNICATIONS, LLC - NJ"
9003,"NETCARRIER TELECOM, INC. - NJ"
4869,"CAVALIER TELEPHONE, LLC (MID-ATLANTIC) - NY"
7142,TELEPORT COMMUNICATIONS GROUP - NEW YORK - NJ
7134,"MCI WORLDCOM COMMUNICATIONS, INC., NJ"
6391,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ
967G,LOCAL ACCESS LLC - NJ
8407,"COOPERATIVE COMMUNICATIONS, INC."
0138,UNITED TEL. CO. OF NEW JERSEY DBA CENTURYLINK
6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ"
4123,"XO NEW JERSEY, INC."
3639,MONMOUTH TELEPHONE & TELEGRAPH INC. - NJ
2989,"GLOBAL CROSSING LOCAL SERVICES, INC.-NJ"
7232,"TELCOVE INVESTMENT, LLC - NJ"
3079,US LEC OF PENNSYLVANIA INC. - NJ
4959,WARWICK VALLEY TELEPHONE COMPANY - NJ
118F,"BANDWIDTH.COM CLEC, LLC - NJ"
264F,"PEERLESS NETWORK OF NEW JERSEY, LLC - NJ"
482E,"FUSION, LLC"
991G,VOXBEAM TELECOMMUNICATIONS INC. - NJ
1913,"BROADVIEW NETWORKS, INC. - NJ"
066G,"AIRUS, INC. - NJ"
917G,"BARR TELL USA, INC. - NJ"
325E,YMAX COMMUNICATIONS CORP. - NJ
835E,"BLOCK LINE SYSTEMS, LLC NJ"
482F,"CORETEL NEW JERSEY, INC. - NJ"
852B,"BUSINESS AUTOMATION TECHNOLOGIES, INC. - NJ"
077H,MOSAIC NETWORX LLC - NJ
3114,"CTC COMMUNICATIONS CORP., DBA CT COMM CORP - NJ"
389C,"EUREKA TELECOM, INC. DBA EUREKA NETWORKS - NJ"
2771,"LEVEL 3 TELECOM OFNEW JERSEY, LP - NJ"
4967,WARWICK VALLEY TELEPHONE COMPANY
6871,"DIAL-A-BEEPER, INC."
854D,"XTEL COMMUNICATIONS, INC."
375H,VITCOM LLC - NJ
829C,"INTRADO COMMUNICATIONS, LLC"
050J,MEDIA THREE CORPORATION - NJ
5982,MANHATTAN TELECOMM OF NJ DBA METTEL - NJ
396H,"WIDE VOICE, LLC - NJ"
932E,XCHANGE TELECOM CORP. - NJ
2747,"EAGLE COMMUNICATIONS, INC. - NJ"
6873,"LITELCO COMMUNICATIONS, INC."
6801,"ADVANTAGE COMMUNICATIONS, INC."
6734,GENERAL COMMUNICATIONS & ELECTRONICS CORP.
7310,"TELEPORT COMMUNICATIONS AMERICA, LLC - NJ"
5364,"COMCAST BUSINESS COMMUNICATIONS, LLC - NJ"
171H,"RCLEC, INC. - NJ"
0558,"CONVERSENT COMMUNICATIONS OF NEW JERSEY, LLC"
0161,COMMONWEALTH TELEPHONE COMPANY LLC
420F,"SERVICE ELECTRIC TELEPHONE COMPANY, LLC - NJ"
4190,"ALLEGIANCE TELECOM OF PENNSYLVANIA, INC."
4024,"CHOICE ONE COMMUNICATIONS, INC. - PA"
8320,"SERVICE ELECTRIC TELEPHONE COMPANY, LLC"
1959,"ATX TELECOMMUNICATIONS SERVICES, LTD-NJ"
999H,"BLUEBIRD COMMUNICATIONS, LLC - NJ"
6881,MOBILE PARTNERS CORPORATION
692F,TIME WARNER CB INFO SV (NJ) DBA TIME WARNERCB NJ
218H,"WIDE VOICE, LLC - PA"
0135,ALTEVA OF WARWICK LLC
0201,VERIZON NORTH INC.-PA (QUAKER ST)
0096,CITIZENS TELECOMM CO OF NY DBA FRONTIER COMM OF NY
7237,"TELCOVE OF PENNSYLVANIA, INC. - PA"
7513,"CTSI, INC. - PA"
1193,"VALOR TELECOM TX,LP-NM #2 DBA WINDSTREAM COMM SW"
661D,"MESCALERO APACHE TELECOM, INC. - NM"
6573,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NM
206F,"ONVOY, LLC  NM"
5368,"MFG SERVICES, INC.-NM"
470G,"TULAROSA COMMUNICATIONS, INC. - NM"
2265,"TULAROSA BASIN TELEPHONE CO., INC."
438D,"PVT NETWORKS, INC. - NM"
123F,"BANDWIDTH.COM CLEC, LLC - NM"
377H,"PEERLESS NETWORK OF NEW MEXICO, LLC - NM"
7457,"LEVEL 3 TELECOM OF NEW MEXICO, LLC - NM"
6960,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- NM"
473E,ZIPPYTECH OF NEW MEXICO INCORPORATED - NM
7464,BROOKS FIBER COMMUNICATIONS OF NEW MEXICO - NM
450C,TELEPORT COMMUNICATIONS AMERICA - NM - LLC
9658,"VALU TEL COMMUNICATIONS, INC. - NM"
082J,"AIRUS, INC. - NM"
8116,"CYBER MESA COMPUTER SYSTEMS, INC."
868G,"FASTTRACK COMMUNICATIONS, INC. - NM"
686H,"RCLEC, INC. - NM"
6749,TELEBEEPER OF NEW MEXICO
587E,YMAX COMMUNICATIONS CORP. - NM
2264,"LEACO RURAL TELEPHONE COOPERATIVE, INC."
029G,"TIME WARNER CABLE INFORMATION SVCS (NM), NM"
004F,"BANDWIDTH.COM CLEC, LLC - TX"
7399,"WESTEL, INC. - TEXAS"
7148,TELEPORT COMMUNICATIONS GROUP - DALLAS
7263,"LEVEL 3 TELECOM OF TEXAS, LLC - TX"
903C,"ONVOY, LLC - TX"
327E,YMAX COMMUNICATIONS CORP. - TX
583C,TIME WARNER CBLE INFO SVC (TX) DBA TIME WARNER CBL
679E,"TRANSTELCO, INC. - TX"
0132,"AMA COMM., LLC DBA AMA*TECHTEL COMMUNICATIONS-TX"
9558,"INTRADO COMMUNICATIONS, LLC"
4911,"IONEX COMMUNICATIONS SOUTH, INC. - TX"
319D,FOREMOST TELECOMMUNICATIONS CORPORATION - TX
4913,VEXUS
2262,E.N.M.R. TELEPHONE COOPERATIVE
2272,"ROOSEVELT COUNTY RURAL TELEPHONE COOP., INC."
243H,"CEBRIDGE TELECOM NM, LLC DBA SUDDENLINK COMM NM"
2350,"YUCCA TELECOMM SYSTEMS, INC., DBA YUCCA COMM-NM"
2270,"PENASCO VALLEY TELEPHONE COOPERATIVE, INC."
777B,"PLATEAU TELECOMMUNICATIONS, INC. - NM"
340E,"SACRED WIND COMMUNICATIONS, INC."
167F,INTERACTIVE NETWORKS CORPORATION - NM
318C,"CEBRIDGE TELECOM TX, L.P. - TX"
1164,"VALOR TELECOM TX,LP-NM #1 DBA WINDSTREAM COMM SW"
3798,"LEACO RURAL TELEPHONE COOPERATIVE, INC., DBA LEACO"
713G,"SIERRA COMMUNICATIONS, INC. - NM"
2268,"WESTERN NEW MEXICO TELEPHONE CO., INC."
4433,DEL TELCORP INC. - NM
4434,DEL TELCORP INC. - TX
2259,"BACA VALLEY TELEPHONE CO., INC."
1181,"VALOR TELECOMM TX, LD-TX #2 DBA WINDSTREAM COMM SW"
2274,CENTURYTEL SOUTHWEST INC-NM DBA CENTURYLINK - NM
1231,"MESCALERO APACHE TELECOM, INC. - NM"
2263,"LA JICARITA RURAL TELEPHONE COOPERATIVE, INC."
2166,"WEST TEXAS RURAL TELEPHONE COOPERATIVE, INC."
3700,MICRONESIAN TELECOMMUNICATIONS CORP.
4974,GUAM CELL & PAGING DBA SAIPAN CELLULAR & PAGING
940G,SSI MICRO LTD.
630G,ICE WIRELESS INC.
2351,"LINCOLN COUNTY TELEPHONE SYSTEM, INC."
691D,ALL AMERICAN TELEPHONE COMPANY - NV
4612,BEEHIVE TEL CO - NV
2354,CITIZENS TELECOMM CO OF NV DBA FRONTIER COMM OF NV
253F,"WIDE VOICE, LLC - NV"
3304,HUMBOLDT TELEPHONE COMPANY
2349,CHURCHILL COUNTY TELEPHONE DBA CC COMM
499B,CHURCHILL COUNTY TELEPHONE DBA CC COMMUNICATIONS
2353,MOAPA VALLEY TELEPHONE CO.
7521,"XO NEVADA, LLC"
2348,CENTRAL TEL. CO. - NV
215A,"COX NEVADA TELCOM, LLC - NV"
7487,"LEVEL 3 TELECOM OF NEVADA, LLC - NV"
9145,"MCI WORLDCOM COMMUNICATIONS, INC - NV"
934H,"AIRUS, INC. - NV"
827C,"INTRADO COMMUNICATIONS, LLC"
237H,"RCLEC, INC. - NV"
590H,"MERCURY VOICE AND DATA, LLC DBA SUDDENLINK COMMUNI"
576G,"MCLEODUSA TELECOM SVCS,  DBA PAETEC BUSINESS SVCS"
030J,"NOS COMMUNICATIONS, INC. - NV"
490J,"DISH WIRELESS, LLC"
218G,SOUTHWEST TELEPHONE COMPANY - NV
791D,CENTRAL TELCOM SVCS DBA CENTRACOM INTERACTIVE - NV
2283,SKYLINE TELECOM
532D,TIME WARNER CABLE INFO SVCE (NEW YORK) LLC-NY
1215,"CORETEL NEW YORK, INC. - NY"
4107,"CHOICE ONE COMMUNICATIONS, INC. - NY"
4721,"CONTACT COMMUNICATIONS, INC."
4079,WARWICK VALLEY MOBILE TELEPHONE COMPANY - NY
7556,NORTHLAND NETWORKS
1227,"WESTELCOM NETWORK, INC. - NY"
423G,VOXBEAM TELECOMMUNICATIONS INC. - NY
0071,ARMSTRONG TELEPHONE CO. OF NEW YORK
0089,"DEPOSIT TELEPHONE CO., INC."
8249,MAGNA5 LLC - NY
363H,"AIRUS, INC. - NY"
087H,EMPIRE LONG DISTANCE CORPORATION
629E,"FINGER LAKES TECHNOLOGIES GROUP, INC. - NY"
282E,YMAX COMMUNICATIONS CORP. - NY
932G,"SERVICE ELECTRIC TELEPHONE COMPANY, LLC - NY"
866G,"RCLEC, INC. - NY"
7130,"TELCOVE ATLANTIC, INC. - NY"
3864,CTC COMMUNICATIONS CORP. - NY
278G,MOSAIC NETWORX LLC - NY
051H,LOCAL ACCESS LLC - NY
782G,BALTIMORE-WASHINGTON TELEPHONE COMPANY - NY
219E,VITCOM LLC - NY
3616,TALK AMERICA INC. - NY
5367,DFT LOCAL SERVICE CORP. DBA DFT SELECT ONE-NY
705G,"WIDE VOICE, LLC - NY"
009B,"EMPIRE ONE TELECOMMUNICATIONS, INC. - NY"
1941,"CENTRAL VERMONT COMMUNICATIONS, INC."
7989,"TVC ALBANY, INC. DBA FIRSTLIGHT FIBER"
8526,METROPOLITAN TELECOMMUNICATIONS
970H,"BLUEBIRD COMMUNICATIONS, LLC - NY"
0065,"PRIMELINK, INC. - NY"
830G,"FAIRPOINT BUSINESS SERVICES, LLC"
0125,STATE TELEPHONE CO.
0073,BERKSHIRE TELEPHONE CO.
0116,PATTERSONVILLE TELEPHONE CO.
0106,"WINDSTREAM NEW YORK, INC. - FULTON"
2475,"FRONTIER COMMUNICATIONS OF AMERICA, INC. - NY"
0104,"MARGARETVILLE TELEPHONE CO., INC."
360H,"CATSKILLS COMMUNICATIONS, INC - NY"
6376,"CONTACT COMMUNICATIONS, INC. - NEW YORK"
063J,STATE TEL LONG DIST CO INC DBA STATE TEL-ATHENS-NY
9073,"VALSTAR, INC. - NY"
0121,FRONTIER TELEPHONE OF ROCHESTER INC
0072,"FRONTIER COMMUNICATIONS OF AUSABLE VALLEY, INC."
0118,PORT BYRON TELEPHONE CO.
713C,"GAFACHI TELECOM-NY, INC. - NY"
0111,ONEIDA COUNTY RURAL TELEPHONE CO.
0093,EMPIRE TELEPHONE CORP.
0128,"FRONTIER COMMUNICATIONS OF SYLVAN LAKE, INC."
4294,THE BEEPER PEOPLE INC. DBA AIRPAGE
0109,"WINDSTREAM NEW YORK, INC. - JAMESTOWN"
4140,WARWICK VALLEY TELEPHONE COMPANY - NY
0100,"FRONTIER COMMUNICATIONS OF NEW YORK, INC."
193C,"SLIC NETWORK SOLUTIONS, INC. - NY"
0105,MIDDLEBURGH TELEPHONE CO.
506H,SEAMLESS GEOPORT COMM DBA MIDDLEBURGH TELEPHONE LD
0110,OGDEN TELCO NY DBA FRONTIER OGDEN TELEPHONE CO
0078,CHAUTAUQUA & ERIE TELEPHONE CORP.
0091,DUNKIRK & FREDONIA TELEPHONE CO.
5338,"BUFFALO-LAKE ERIE WIRELESS SYSTEMS CO., LLC"
0122,"FRONTIER COMMUNICATIONS OF SENECA GORHAM, INC."
0113,"WINDSTREAM NEW YORK, INC. - RED JACKET"
0129,"TOWNSHIP TELEPHONE CO., INC."
0076,CASSADAGA TELEPHONE CORP.
0077,CHAMPLAIN TELEPHONE CO.
948F,"CHARTER FIBERLINK NY-CCO, LLC"
825D,NEW DIMENSION WIRELESS LTD.
0079,CHAZY & WESTPORT TELEPHONE CORP.
325B,XCHANGE TELECOM CORP. - NY
0097,"GERMANTOWN TELEPHONE CO., INC."
0112,"ONTARIO TELEPHONE COMPANY, INC."
0133,"VERNON TELEPHONE CO., INC."
831C,"INTRADO COMMUNICATIONS, LLC"
744H,"TELXMEDIA, INC. - NY"
0085,CROWN POINT TELEPHONE CORP.
716G,CROWN POINT NTWK TECH INC DBA BRIDGE POINT COMM-NY
0088,DELHI TELEPHONE CO.
0092,"EDWARDS TELEPHONE CO., INC."
211C,IDT AMERICA CORP - NY
273G,"XYN COMMUNICATIONS OF NEW YORK, LLC - NY"
0095,FISHERS ISLAND TELEPHONE CORPORATION
383H,INNSYSVOICE CORP - ON
0081,"CITIZENS TELEPHONE CO. OF HAMMOND, NY, INC."
0099,HANCOCK TELEPHONE CO. NY
0107,"NEWPORT TELEPHONE CO., INC."
084J,"DTC CABLE, INC. - NY"
0131,TRUMANSBURG TELEPHONE CO.
0114,ORISKANY FALLS TELEPHONE CORP.
3609,FIBERNET TELECOMMUNICATIONS OF PENNSYLVANIA LLC PA
0108,"NICHOLVILLE TELEPHONE CO., INC."
3746,"US LEC COMMUNICATIONS, INC. - NY"
