code,name
0347,"BRANTLEY TELEPHONE CO., INC."
0346,BLUE RIDGE TELEPHONE CO.
566D,"ETC COMMUNICATIONS, LLC - TN"
998E,"BANDWIDTH.COM CLEC, LLC - NC"
0358,"DARIEN TELEPHONE CO., INC."
9161,"COMSOUTH TELENET, INC. - GA"
6866,SHEETS COMMUNICATIONS
3139,"BD OF WATER, LIGHT & SINKING FUND COMM, DBA DALTON"
271E,"RTC SOLUTIONS, INC. - GA"
847G,"TRUVISTA COMMUNICATIONS OF GEORGIA, LLC - GA"
0354,CHICKAMAUGA TELEPHONE CORP.
6435,PAGER ONE OF FLORIDA - TENNESSEE
2757,CENTURYTEL ACQ LLC DBA CENTURYLINK ACQUISITION TN
6704,"METRO BEEPER SERVICE, INC."
967F,"PEACE COMMUNICATIONS, LLC - TN"
7278,"BROOKS FIBER COMMUNICATIONS OF TENNESSEE, INC.- TN"
476C,"FUSION CLOUD SERVICES, LLC"
4645,ELECTRIC POWER BOARD OF CHATTANOOGA
284E,YMAX COMMUNICATIONS CORP. - TN
8072,CENTURYTEL SOLUTIONS - TN DBA CENTURYLINK SOL - TN
0382,RINGGOLD TELEPHONE CO.
0376,"PEMBROKE TELEPHONE CO., INC."
0378,"PLANTERS RURAL TELEPHONE COOPERATIVE, INC."
0395,"WINDSTREAM ACCUCOMM TELECOMMUNICATIONS, INC."
1418,"REIGNMAKER TELECOM, INC. - GA"
0392,"WAVERLY HALL TELEPHONE, LLC"
692E,"PLANTERS COMMUNICATIONS, LLC - GA"
3930,"BARKER COMMUNICATIONS, INC."
0356,"COASTAL UTILITIES, INC. DBA CENTURYLINK"
0360,ELLIJAY TELEPHONE CO.
0368,HART TELEPHONE CO
316G,"TANDEM TELEPHONE, INC. - GA"
0369,COMSOUTH TELECOMM
0574,CENTURYTEL OOLTEWAH-COLLEGEDALE DBA CENTURYLINK
0351,"CAMDEN TELEPHONE & TELEGRAPH CO., INC."
853F,COLUMBUS COMMUNICATIONS (GRENADA) LIMITED
8910,"GRENADA TELECOMMUNICATIONS, LTD."
379F,"AFFORDABLE ISLAND COMMUNICATIONS, INC."
332E,PACIFIC DATA SYSTEMS - GU
3800,"TELEGUAM HOLDINGS, LLC"
387C,PTI PACIFICA INC.
3922,PULSE MOBILE LLC
3945,"GUAM WIRELESS TELEPHONE COMPANY, LLC"
599E,PTI PACIFICA INC. DBA IT&E
335E,PTI PACIFICA INC. DBA IT&E - GU
897F,"DOCOMO PACIFIC, INC."
6516,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - HI
8297,"LEVEL 3 TELECOM OF HAWAII, LP - HI"
210H,"ONVOY, LLC - HI"
517G,SERVPAC INCORPORATED - HI
009G,"HAWAIIAN TELCOM SERVICES COMPANY, INC. - HI"
3100,"HAWAIIAN TELCOM, INC. - HI"
7454,WAVECOM SOLUTIONS CORPORATION - HI
3021,"SANDWICH ISLES COMMUNICATION, INC."
9414,"LEVEL 3 COMMUNICATIONS, LLC - HI"
874D,TIME WARNER CABLE INFORMATION SVCS (HAWAII) - HI
003J,"TELEPORT COMMUNICATIONS AMERICA, LLC - HI"
486J,"AIRUS, INC. - HI"
5587,"ISLAND PAGE, INCORPORATED"
6778,HAWAIIAN WIRELESS
844F,"HAWAII DIRECT TELEPHONE COMPANY STS, LLC - HI"
6750,"POCKET COMMUNICATIONS, INC"
411H,"WIDE VOICE, LLC - HI"
221F,"ONVOY, LLC  IA"
1170,"WINDSTREAM IOWA COMMUNICATIONS, INC. - SYSTEMS"
6266,UNITED STATES CELLULAR CORP. - IOWA
6570,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - IA
751F,"MCC TELEPHONY OF IOWA, LLC - IA"
6753,ELECTRONIC ENGINEERING COMPANY
8858,"IOWA NETWORK SVCS INC DBA AUREON NTWK SVCS, INC."
8474,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- IA"
444G,"AUREON COMMUNICATIONS, LLC"
859D,"NEXGEN INTEGRATED COMMUNICATION, LLC - IA"
9877,"LEVEL 3 COMMUNICATIONS, LLC - IA"
8593,CONSOLIDATED COMMUNICATIONS ENTERPRISE SVCS-IA
722G,"WIDE VOICE, LLC - IA"
938D,"WINDSTREAM IT-COMM, LLC - IA"
985E,"BANDWIDTH.COM CLEC, LLC - IA"
423H,"AIRUS, INC. - IA"
1167,"WINDSTREAM IOWA COMMUNICATIONS, INC. - NORTH"
8344,"TELEPORT COMMUNICATIONS AMERICA, LLC - IA"
353E,YMAX COMMUNICATIONS CORP. - IA
1178,"WINDSTREAM IOWA COMMUNICATIONS, INC."
2842,LOCAL TELEPHONE DATA SERVICES CORP. DBA LTDS CORP.
1109,HEARTLAND TELECO OF IA DBA PREMIER COMMUNICATIONS
8708,HAWARDEN MUNICIPAL UTILITIES
1297,HEART OF IOWA COMMUNICATIONS COOPERATIVE
346F,"HEART OF IOWA VENTURES, LLC - IA"
544H,"INTEGRATED PATH COMMUNICATIONS, LLC - IA"
1173,FARMERS MUTUAL TELEPHONE CO.
695G,"IMON COMMUNICATIONS, LLC - IA"
527G,"SHELLSBURG CABLEVISION, INC. - IA"
624E,"ATKINS TELEPHONE COMPANY, INC. - IA"
1127,"FRONTIER COMMUNICATIONS OF IOWA, INC."
9900,ALGONA MUNICIPAL UTILITIES - IA
1888,GRAND RIVER MUTUAL TELEPHONE CO.
9572,IOWA RSA 2 LIMITED PARTNERSHIP DBA CHAT MOBILITY
1094,"SOUTH CENTRAL COMMUNICATIONS, INC."
1152,DUMONT TELEPHONE CO.
1115,BUTLER - BREMER MUTUAL TELEPHONE CO.
429J,HAWKEYE INTERCONNECT COMPANY - IA
1199,HAWKEYE TELEPHONE CO.
3097,ALTA MUNICIPAL UTILITIES - IA
828B,"LONG LINES METRO, INC. - IA"
1331,WEST IOWA TELEPHONE CO.
9769,"ORANGE CITY COMMUNICATIONS, LLP - IA"
1405,"ALLIANCE COMMUNICATIONS COOPERATIVE, INC. - IA"
1406,"ALLIANCE COMMUNICATIONS COOPERATIVE, INC. - MN"
1298,"SOUTH SLOPE COOPERATIVE TELEPHONE CO., INC."
1101,"ATKINS TELEPHONE CO., INC."
1136,"SHELLSBURG CABLEVISION, INC."
1139,COOPERATIVE TELEPHONE CO.
562E,SOUTH SLOPE COOPERATIVE TELEPHONE COMPANY - IA
1332,WEST LIBERTY TELEPHONE CO.
1329,WELLMAN COOPERATIVE TELEPHONE ASSOCIATION
1214,KALONA COOPERATIVE TELEPHONE CO.
1293,SHARON TELEPHONE CO.
1123,CITIZENS TELECOM CO MN-FRONTIER CITIZENS COM-MN
5256,"LEVEL 3 COMMUNICATIONS, LLC - MN"
0793,"JAGUAR COMMUNICATIONS, INC. - MN"
351F,MARTELLE COOP TEL ASC DBA MARTELLE COMM COOP IA
1238,MARTELLE COOPERATIVE TELEPHONE ASSOCIATION
1097,"ANDREW TELEPHONE CO., INC."
1146,CUMBERLAND TELEPHONE CO.
1239,MASSENA TELEPHONE CO.
1334,WESTERN IOWA TELEPHONE ASSOCIATION
1335,WESTSIDE INDEPENDENT TELEPHONE CO.
1133,"C-M-L TELEPHONE COOP. ASSN. OF MERIDEN, IOWA"
1282,ROCKWELL COOPERATIVE TELEPHONE ASSOCIATION
207J,"BIG RIVER TELEPHONE COMPANY, LLC - IA"
7215,"INDEPENDENT NETWORKS, LLC"
179J,EDGETEL LLC
1285,SAC COUNTY MUTUAL TELEPHONE CO.
460J,"LTE WIRELESS, INC. - IA"
1291,SCHALLER TELEPHONE CO.
1320,VAN HORNE COOPERATIVE TELEPHONE COMPANY
1269,PALO COOPERATIVE TELEPHONE ASSOCIATION
1237,MARNE & ELK HORN TELEPHONE CO.
3699,"CORN BELT COMMUNICATIONS, INC. - IA"
1273,PEOPLES TELEPHONE CO.
1156,EAST BUCHANAN TELEPHONE COOPERATIVE
774B,"WALNUT TELEPHONE COMPANY, INC. - IA"
1105,AYRSHIRE FARMERS MUTUAL TELEPHONE CO.
1328,WEBSTER - CALHOUN COOPERATIVE TELEPHONE ASSN.
1225,LEHIGH VALLEY COOPERATIVE TELEPHONE ASSN.
1271,PANORA COMMUNICATIONS COOPERATIVE
719F,"MCC TELEPHONY OF MINNESOTA, LLC - MN"
1107,"BALDWIN NASHVILLE TELEPHONE CO., INC."
1337,WINNEBAGO COOP. TELEPHONE ASSN. - IOWA
1108,BARNES CITY COOPERATIVE TELEPHONE CO.
1248,"WINDSTREAM MONTEZUMA, LLC"
1175,FARMERS TELEPHONE CO.
7458,"ADVANCED NETWORK COMMUNICATIONS, LLC"
1187,PARTNER COMMUNICATIONS COOPERATIVE
5840,GUTHRIE TELECOMMUNICATIONS NETWORK INC. - IA
1294,SCRANTON TELEPHONE CO.
6674,RSA 1 LIMITED PARTNERSHIP DBA CHAT MOBILITY
4189,"SHELLSBURG CABLEVISION, INC."
1652,"CLARITY TELECOM, LLC DBA VAST BROADBAND"
7076,MIDCONTINENT COMMUNICATIONS - SD
7024,"CLARITY TELECOM, LLC DBA VAST BROADBAND"
4245,"F&B COMMUNICATIONS, INC. - IA"
1110,"BERNARD TELEPHONE CO., INC."
1118,CASCADE COMMUNICATIONS COMPANY
1174,"FARMERS MUTUAL TELEPHONE CO. OF STANTON, IOWA"
1176,FARMERS TELEPHONE CO.
1319,"VAN BUREN TELEPHONE CO., INC."
7094,"GOLDFIELD ACCESS NETWORK, L.C."
4092,"COMMCHOICE OF IOWA, LLC"
1129,CITIZENS MUTUAL TELEPHONE COOPERATIVE
854G,"MID-IOWA TELECOM, LLC - IA"
1158,"MINBURN TELECOMMUNICATIONS, INC."
143H,MINBURN TELEPHONE COMPANY - IA
1263,OGDEN TELEPHONE CO.
1259,NORTHERN IOWA TELEPHONE CO.
5395,FARMERS MUTUAL COOPERATIVE TELEPHONE COMPANY-IA
5417,FARMERS MUTUAL COOPERATIVE TELEPHONE COMPANY
442B,WALNUT TELEPHONE COMPANY
1168,FARMERS MUTUAL COOPERATIVE TELEPHONE CO.
5361,HARLAN MUNICIPAL UTILITY-IA
1326,WALNUT TELEPHONE CO.
1112,BREDA TELEPHONE CORP.
957H,KALONA COOPERATIVE TELEPHONE COMPANY - IA
842E,"COMMUNICATIONS 1 NETWORK, INC. - IA"
1113,BROOKLYN MUTUAL TELEPHONE CO.
1277,"RADCLIFFE TELEPHONE CO., INC."
1203,HUBBARD COOPERATIVE TELEPHONE ASSOCIATION
1338,WINNEBAGO COOP. TELEPHONE ASSN. - MINNESOTA
1424,MABEL COOPERATIVE TELEPHONE CO. - IOWA
1421,MABEL COOPERATIVE TELEPHONE CO. - MINNESOTA
1310,TITONKA TEL. CO. DBA TITONKA-BURT COMMUNICATIONS
1228,LONE ROCK COOPERATIVE TELEPHONE COMPANY
1160,"F&B COMMUNICATIONS, INC."
1229,LOST NATION - ELWOOD TELEPHONE COMPANY
1150,"DIXON ACQUISITION, LLC"
1191,GRAND MOUND COOPERATIVE TELEPHONE ASSN.
1346,ACE TELEPHONE ASSOCIATION - IOWA
5852,HUXLEY COMMUNICATIONS COOPERATIVE - IA
156C,"BTC, INC. - IA"
7988,"COX NEBRASKA TELECOM, LLC"
2980,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- NE"
7816,WINDSTREAM COMMUNICATIONS OF THE MIDEWEST INC - NE
826C,"INTRADO COMMUNICATIONS, LLC"
358E,YMAX COMMUNICATIONS CORP. - NE
478H,"AIRUS, INC. - NE"
9597,"CITISTREAM COMMUNICATIONS, INC. - NE"
977H,"COMCAST PHONE OF NEBRASKA, LLC"
444H,"WIDE VOICE, LLC - NE"
012E,"GREAT PLAINS BROADBAND, INC. - NE"
8639,COX IOWA TELCOM. LLC
860E,INTERSTATE CABLEVISION COMPANY - IA
1568,"WINDSTREAM NEBRASKA, INC."
851A,"HUNTEL CABLEVISION, INC. DBA HUNTEL COMMS - NE"
1524,BLAIR TELEPHONE CO.
1517,ARLINGTON TELEPHONE CO.
621D,TIME WARNER CABLE INFORMATION SVCS (NEBRASKA) - NE
1119,CASEY MUTUAL TELEPHONE CO.
1137,"COON VALLEY COOPERATIVE TELEPHONE ASSN., INC."
1345,ACE TELEPHONE ASSOCIATION - MINNESOTA
859H,NEIT SERVICES LLC - IA
1274,"CENTURYTEL OF POSTVILLE, INC. DBA CENTURYLINK"
1275,"PRAIRIEBURG TELEPHONE CO., INC."
1302,"SPRINGVILLE COOPERATIVE TELEPHONE ASSN., INC."
1304,SWISHER TELEPHONE CO.
1121,CENTER JUNCTION TELEPHONE CO.
1265,ONSLOW COOPERATIVE TELEPHONE ASSOCIATION
1343,WYOMING MUTUAL TELEPHONE CO.
3620,"OMNITEL COMMUNICATIONS, INC. - IA"
366J,C-M-L TELEPHONE COOPERATIVE ASSOCIATION OF MERIDEN
1126,"CENTURYTEL OF CHESTER, INC. DBA CENTURYLINK"
184D,"ONVOY, LLC  MN"
1130,"CLARENCE TELEPHONE CO., INC."
4796,"CEDAR COMMUNICATIONS, LLC"
1188,GOLDFIELD TELEPHONE CO.
1342,WOOLSTOCK MUTUAL TELEPHONE ASSOCIATION
1132,CLEAR LAKE INDEPENDENT TELEPHONE CO.
1322,"VENTURA TELEPHONE CO., INC."
1246,"MINERVA VALLEY TELEPHONE CO., INC."
1106,"ALPINE COMMUNICATIONS, L.C."
1162,FARMERS COOPERATIVE TELEPHONE CO.
1206,"IAMO COMMUNICATIONS, INC."
4401,"IAMO COMMUNICATIONS, INC."
1134,COLO TELEPHONE CO.
4069,COON RAPIDS MUNICIPAL UTILITY
1262,"COMMUNICATIONS 1 NETWORK, INC."
860F,GREENWAY COMMUNICATIONS LLC - IA
198H,FARMERS AND MERCHANTS MUTUAL TELEPHONE CO - IA
6103,WINNEBAGO COOPERATIVE TELEPHONE ASSOCIATION - IA
1261,NORTHWEST TELEPHONE COOPERATIVE ASSOCIATION
4115,LAURENS MUNICIPAL COMMUNICATIONS UTILITY
130A,MAPLETON COMMUNICATIONS UTILITY - IA
1147,DANVILLE MUTUAL TELEPHONE CO.
204A,"CS TECHNOLOGIES, INC. - IA"
9329,AMERITECH ILLINOIS
6333,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - IL
7393,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- IL"
846F,"MEDIACOM TELEPHONY OF ILLINOIS, LLC - IL"
6265,UNITED STATES CELLULAR CORP. - ILLINOIS
8790,"GENESEO COMMUNICATIONS SERVICES, INC. IL"
6115,"LEVEL 3 COMMUNICATIONS, LLC - IL"
7136,"TELEPORT COMMUNICATIONS AMERICA, LLC - IL"
272H,CS TECHNOLOGIES
224C,"ONVOY, LLC"
1125,CENTRAL SCOTT TELEPHONE
1305,STRATFORD MUTUAL TELEPHONE CO.
1247,MODERN COOPERATIVE TELEPHONE CO.
1327,WEBB - DICKENS TELEPHONE CORP.
1251,MEDIAPOLIS TELEPHONE CO.
1250,MUTUAL TELEPHONE CO. OF MORNING SUN
904D,"PREMIER COMMUNICATIONS, INC. - IA"
4587,CONSOLIDATED COMMUNICATIONS ENTERPRISE SVCS-MN
5816,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MN
980E,"BANDWIDTH.COM CLEC, LLC - MN"
6169,"ACE LINK TELECOMMUNICATIONS, INC."
1222,LA MOTTE TELEPHONE COMPANY
0875,DICKEYVILLE TELEPHONE CORP.
1183,CITIZENS TELECOM CO ILLINOIS-FRONTIER CITIZENS -IL
1153,DUNKERTON TELEPHONE COOPERATIVE
1336,WILTON TELEPHONE CO.
6569,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - SD
8281,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- SD"
6982,BROOKINGS MUNICIPAL UTILITIES
8812,"SOUTH DAKOTA NETWORK, LLC"
162G,"ONVOY, LLC - SD"
5180,"LEVEL 3 COMMUNICATIONS, LLC - SD"
071J,"WIDE VOICE, LLC - SD"
106F,"BANDWIDTH.COM CLEC, LLC - SD"
580H,"AIRUS, INC. - SD"
365E,YMAX COMMUNICATIONS CORP. - SD
693G,TELEPORT COMMUNICATIONS AMERICA - SD - LLC
1642,"ALLIANCE COMMUNICATIONS COOPERATIVE, INC. (BALTIC)"
916A,"MAHASKA COMMUNICATION GROUP, LLC - IA"
1217,KEYSTONE FARMS COOPERATIVE TELEPHONE COMPANY
1230,NORTHEAST IOWA TELEPHONE CO.
1205,HUXLEY COMMUNICATIONS COOPERATIVE
1195,GRISWOLD COOPERATIVE TELEPHONE CO.
1157,ELLSWORTH COOPERATIVE TELEPHONE ASSN.
1301,"SOUTHWEST TELEPHONE EXCHANGE, INC."
705H,"NORTHERN IOWA COMMUNICATIONS PARTNERS, LLC - IA"
1316,UNITED FARMERS TELEPHONE CO.
1344,"PRAIRIE TELEPHONE CO., INC."
1179,FENTON COOPERATIVE TELEPHONE CO.
1280,RINGSTED TELEPHONE CO.
1172,FARMERS MUTUAL TELEPHONE CO. - NORA SPRINGS
1177,FARMERS TELEPHONE CO.
1276,PRESTON TELEPHONE CO.
1242,MILES COOPERATIVE TELEPHONE ASSOCIATION
1189,RIVER VALLEY TELECOMMUNICATIONS COOP.
4650,"LOUISA COMMUNICATIONS, L.C."
3614,GRUNDY CENTER COMMUNICATIONS UTILITY - IA
1257,NORTH ENGLISH COOPERATIVE TELEPHONE CO.
1942,ROCK PORT TELEPHONE CO.
3112,COMMUNITY CABLE TV AGCY O'BRIEN CO. DBA COMM.-IA
7021,"FIBERCOMM, L.C."
7010,"LONG LINES METRO, LLC - SD"
214H,"VOICE STREAM NETWORK, INC. - IA"
1202,"HOSPERS TELEPHONE EXCHANGE, INC."
1252,MUTUAL TELEPHONE CO.
649D,INDEPENDENCE TELECOMMUNICATIONS UTILITY - IA
1212,JEFFERSON TELEPHONE CO.
1171,FARMERS MUTUAL TELEPHONE CO.
1303,COOPERATIVE TELEPHONE EXCHANGE
1232,"LYNNVILLE COMMUNITY TELEPHONE CO., INC."
1292,"SEARSBORO TELEPHONE CO., INC."
1306,SULLY TELEPHONE ASSOCIATION
747C,KILLDUFF TELEPHONE COMPANY
739D,"REASNOR TELEPHONE COMPANY, LLC"
205H,WESTERN IOWA TELEPHONE ASSOCIATION - IA
1220,LA PORTE CITY TELEPHONE COMPANY
345D,GREAT LAKES COMMUNICATION CORP. - IA
1141,CORN BELT TELEPHONE CO.
280D,"ALLIANCE COMMUNICATIONS COOPERATIVE, INC. - SD"
168F,LENOX MUNICIPAL COMMUNICATIONS UTILITY - IA
482J,WEBSTER-CALHOUN TELEPHONE ASSOCIATION - IA
068H,"NORTHLAND COMMUNICATIONS, INC. - IA"
3057,MANNING MUNICIPAL COMM AND TELVSN SYS UT - IA
1264,OLIN TELEPHONE COMPANY
6508,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - WI
1155,"TELEPHONE USA OF WISCONSIN, LLC DBA CENTURYLINK"
983F,"MCC TELEPHONY OF THE MIDWEST, LLC - WI"
6274,UNITED STATES CELLULAR CORP. - WISCONSIN
1241,MECHANICSVILLE TELEPHONE CO.
1367,"FRONTIER COMMUNICATIONS OF MINNESOTA, INC."
4768,"CLARITY TELECOM, LLC DBA VAST BROADBAND"
1245,MINBURN TELEPHONE CO.
7908,"OVATION COMMUNICATIONS OF MINNESOTA, INC."
1213,JORDAN-SOLDIER VALLEY TELEPHONE COMPANY
1169,FARMERS MUTUAL COOPERATIVE TELEPHONE CO.
9758,OSAGE MUNICIPAL COMMUNICATIONS UTILITY - IA
1811,"EMBARQ MISSOURI, INC. - MO DBA CENTURYLINK"
554A,"SOCKET TELECOM, LLC - MO"
1166,FARMERS & MERCHANTS MUTUAL TELEPHONE CO.
1266,ORAN MUTUAL TELEPHONE CO.
1270,PALMER MUTUAL TELEPHONE CO.
1278,READLYN TELEPHONE CO.
9129,REINBECK MUNICIPAL TELECOMMUNICATIONS UTILITY - IA
1283,ROYAL TELEPHONE CO.
1260,"NORTHWEST IOWA TELEPHONE, LLC"
966F,"HOSPERS TELEPHONE EXCHANGE, INC. DBA HTC COMM IA"
583E,"LONG LINES SIOUXLAND, LLC - NE"
695E,WINNEBAGO COOPERATIVE TELEPHONE ASSOCIATION - MN
1404,HARMONY TELEPHONE CO.
1445,CENTURYTEL OF MINNESOTA INC DBA CENTURYLINK
1485,SPRING GROVE COMMUNICATIONS
3390,SPENCER MUNICIPAL COMMUNICATIONS UTILITY
1209,"FMTC-I35, INC. DBA OMNITEL COMMUNICATIONS"
1358,BLUE EARTH VALLEY TELEPHONE CO.
1384,THE EASTON TELEPHONE COMPANY
1440,"CANNON VALLEY TELECOM, INC."
1307,SUPERIOR TELEPHONE COOPERATIVE
1308,TEMPLETON TELEPHONE CO.
1309,TERRIL TELEPHONE COOPERATIVE
4427,CITIZENS TELECOM IDAHO-FRONTIER COMM OF IDAHO
6565,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - ID
808G,TELEPORT COMMUNICATIONS AMERICA - ID - LLC
4324,"FRONTIER COMM NORTHWEST, LLC DBA ZIPLY FIBER"
4321,"FRONTIER COMMUNICATIONS NORTHWEST, INC. - ID"
678B,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - ID
7558,LEVEL 3 COMMUNICATIONS - ID
5812,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - WA
2213,ALBION TELEPHONE CO. DBA ATC COMMUNICATIONS
704D,"RED-BAN COMMUNICATIONS, LLC - ID"
2231,"PROJECT MUTUAL TELEPHONE COOP. ASSOCIATION, INC."
689F,"ONVOY, LLC - ID"
3816,PROJECT MUTUAL TEL. COOP. ASSN. INC. - ID
2295,"SILVER STAR TELEPHONE CO., INC."
340D,"GOLD STAR COMMUNICATIONS, LLC"
2232,"DIRECT COMMUNICATIONS ROCKLAND, INC."
022G,"MILLENNIUM NETWORKS, LLC - ID"
2214,COLUMBINE TELCO DBA SILVER STAR COMMUNICATIONS
7870,"BLACKFOOT COMMUNICATIONS, INC. - MT"
2222,FREMONT TELCOM CO
146E,"SYRINGA WIRELESS, LLC"
192F,"BANDWIDTH.COM CLEC, LLC - ID"
3804,"CUSTER TELEPHONE COOPERATIVE, INC."
2233,RURAL TELEPHONE CO.
3052,"XO IDAHO, INC."
441J,"TDS METROCOM, LLC - ID"
7511,"LEVEL 3 TELECOM OF IDAHO, LLC - ID"
446G,"TIME WARNER CABLE INFORMATION SERVICES (IDAHO), ID"
961E,"ELTOPIA COMMUNICATIONS, LLC - ID"
351E,YMAX COMMUNICATIONS CORP. - ID
898G,"ONVOY, LLC - ID"
2979,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- ID"
4032,"CTC TELECOM, INC."
7865,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM
579H,"AIRUS, INC. - ID"
5869,"SYRINGA NETWORKS, LLC - ID"
733H,"RCLEC, INC. - ID"
815C,"INTRADO COMMUNICATIONS, LLC"
2215,CAMBRIDGE TELEPHONE COMPANY
3268,"RURAL NETWORK SERVICES, INC. - ID"
2221,FARMERS MUTUAL TELEPHONE CO.
5221,"CAMBRIDGE TELEPHONE COMPANY, INC. DBA CTC TELECOM"
857G,FARMERS MUTUAL TELECOM INC.
4437,CENTURYTEL GEM STATE INC-ID DBA CENTURYLINK - ID
1484,INLAND CELLULAR LLC
2218,"CUSTER TELEPHONE COOPERATIVE, INC."
646G,CUSTER TELEPHONE BROADBAND SERVICES LLC - ID
9638,QWEST CORPORATION
2227,"MUD LAKE TELEPHONE COOPERATIVE ASSOCIATION, INC."
2220,FILER MUTUAL TELEPHONE CO.
782H,FARMERS MUTUAL TELEPHONE COMPANY - OR
4438,CENTURYTEL GEM STATE INC-NV DBA CENTURYLINK - NV
2390,"OREGON - IDAHO UTILITIES, INC."
2230,"POTLATCH TELEPHONE CO., INC."
2219,"CLARK COMMUNICATIONS, INC."
2423,INLAND TELEPHONE CO.
7340,"XO WASHINGTON, INC. - WA"
2225,"CENTURYTEL OF IDAHO, INC. DBA CENTURYLINK"
2404,ASOTIN TELEPHONE CO.
6121,"LEVEL 3 COMMUNICATIONS, LLC - WA"
3234,"LEVEL 3 COMMUNICATIONS, LLC - OR"
7442,"MCI WORLDCOM COMMUNICATIONS, INC. - OR"
3032,BEAR LAKE COMMUNICATIONS
2235,"BLACKFOOT TELEPHONE COOPERATIVE, INC."
9415,"LEVEL 3 COMMUNICATIONS, LLC - MT"
6564,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MT
921F,"ELTOPIA COMMUNICATIONS, LLC - MT"
6034,SPRINT SPECTRUM L.P.- MT
2252,RONAN TELEPHONE CO.
771G,TELEPORT COMMUNICATIONS AMERICA - MT - LLC
008E,"BRESNAN BROADBAND OF MONTANA, LLC - MT (CHARTER)"
453F,"ONVOY, LLC  MT"
986F,WESTERN MONTANA COMMUNITYTEL INC. - MT
2241,HOT SPRINGS TELEPHONE CO.
7455,"LEVEL 3 TELECOM OF WASHINGTON, LLC - WA"
483E,"ONVOY, LLC - WA"
663D,"ELTOPIA COMMUNICATIONS, LLC - WA"
159F,"PEERLESS NETWORK OF WASHINGTON, LLC - WA"
7173,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM
006F,"BANDWIDTH.COM CLEC, LLC - WA"
2981,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- WA"
622J,SKYE TELECOM LLC DBA SKYETEL
500F,"MBC TELECOM, LLC - WA"
329E,YMAX COMMUNICATIONS CORP. - WA
483H,"NATIVE NETWORK, INC. - WA"
841C,"INTRADO COMMUNICATIONS, LLC"
040J,"AIRUS, INC. - WA"
7146,"TELEPORT COMMUNICATIONS AMERICA, LLC - WA"
401H,"RCLEC, INC. - WA"
1047,MCDONOUGH TELEPHONE COOPERATIVE
1054,MID CENTURY TELEPHONE CO-OPERATIVE
984E,"BANDWIDTH.COM CLEC, LLC - IL"
1036,"FRONTIER NORTH, INC. - IL"
063E,"PEERLESS NETWORK OF ILLINOIS, LLC - IL"
9915,"DELTA COMMS, LLC DBA CLEARWAVE COMMUNICATIONS - IL"
462C,"CHARTER FIBERLINK - ILLINOIS, LLC - IL"
1032,HOME TELEPHONE CO. IL
1015,"FRONTIER NORTH, INC. - IL"
1003,EGYPTIAN TELEPHONE COOPERATIVE ASSOCIATION
1088,"WABASH TELEPHONE COOPERATIVE, INC."
0993,CROSSVILLE TELEPHONE CO.
1075,"REYNOLDS TELEPHONE CO., INC."
1087,VIOLA HOME TELEPHONE CO.
7196,"MCI WORLDCOM COMMUNICATIONS, INC. - IL"
7607,"COMCAST PHONE OF ILLINOIS, LLC DBA COMCO - IL"
7721,"BROADWING COMMUNICATIONS, LLC - IL"
8702,"RCN TELECOM SERVICES OF ILLINOIS, INC. - IL"
2320,TDS METROCOM INC.-IL
5917,"FIRST COMMUNICATIONS, LLC"
4604,FIRST COMMUNICATIONS LLC - IL
701H,"METRO FIBERNET, LLC - IL"
7765,"OVATION COMMUNICATIONS OF ILLINOIS, INC."
2491,"FUSION COMMUNICATIONS, LLC"
7056,"XO ILLINOIS, INC."
667E,"SIGECOM, LLC DBA WOW INTERNET CABLE AND PHONE"
259E,YMAX COMMUNICATIONS CORP. - IL
8760,US XCHANGE OF ILLINOIS LLC DBA CHOICE ONE COMM IL
057H,LOCAL ACCESS LLC - IL
8709,"GLOBAL CROSSING LOCAL SERVICES, INC.-IL"
4717,"PAETEC COMMUNICATIONS, INC. - IL"
8950,"ALLEGIANCE TELECOM, INC. - IL"
910F,"AIRUS, INC. - IL"
5447,"ACCESS ONE, INC. - IL"
946G,"RCLEC, INC. - IL"
6795,INDIANA PAGING NTWK
138G,"LEVEL 3 TELECOM OF ILLINOIS, LLC - IL"
072H,GETGO COMMUNICATIONS LLC - IL
148J,TELENGY LLC
816C,"INTRADO COMMUNICATIONS, LLC"
