regionnum,regionname,exact_match
13534,"Rozel, KS (COD)",
13535,"Allen, KS (COD)",
13536,"Clearwater, KS (COD)",
13537,"Durham, KS (COD)",
13538,"Little River, KS (COD)",
13539,"Englewood, KS (COD)",
13540,"Coyville, KS (COD)",
13541,"Hiattville, KS (COD)",
13542,"Mullinville, KS (COD)",
13543,"Chase, KS (COD)",
13544,"Eureka, KS (COD)",
13545,"Plains, KS (COD)",
13546,"Ellinwood, KS (COD)",
13547,"Hewins, KS (COD)",
13548,"Altoona, KS (COD)",
13549,"Garfield, KS (COD)",
13550,"Copeland, KS (COD)",
13551,"Montezuma, KS (COD)",
13552,"Coldwater, KS (COD)",
13553,"Inman, KS (COD)",
13554,"Olmitz, KS (COD)",
13555,"Claflin, KS (COD)",
13556,"Richfield, KS (COD)",
13557,"Rolla, KS (COD)",
13558,"Sawyer, KS (COD)",
13559,"Moscow, KS (COD)",
13560,"Hallowell, KS (COD)",
13561,"Fall River, KS (COD)",
13562,"Protection, KS (COD)",
13563,"Hanston, KS (COD)",
13564,"Elk City, KS (COD)",
13565,"McCune, KS (COD)",
13566,"Toronto, KS (COD)",
13567,"Arcadia, KS (COD)",
13568,"Longton, KS (COD)",
13569,"Lawton, KS (COD)",
13570,"Quincy, KS (COD)",
13571,"Fowler, KS (COD)",
13572,"Moline, KS (COD)",
13573,"Satanta, KS (COD)",
13574,"Ryus, KS (COD)",
13575,"Florence, KS (COD)",
13576,"Havana, KS (COD)",
13577,"Hamilton, KS (COD)",
13578,"North Manchester, KS (COD)",
13579,"Reading, KS (COD)",
13580,"Pawnee Rock, KS (COD)",
13581,"Cassoday, KS (COD)",
13582,"Severy, KS (COD)",
13583,"Wilmore, KS (COD)",
13584,"Isabel, KS (COD)",
13585,"Harper, KS (COD)",
13586,"Mapleton, KS (COD)",
13587,"Potwin, KS (COD)",
13588,"Matfield Green, KS (COD)",
13589,"Savonburg, KS (COD)",
13590,"Uniontown, KS (COD)",
13591,"Galesburg, KS (COD)",
13592,"Mulberry, KS (COD)",
13593,"Council Grove, KS (COD)",
13594,"Udall, KS (COD)",
13595,"Dunlap, KS (COD)",
13596,"Belpre, KS (COD)",
13597,"Geneseo, KS (COD)",
13598,"Bucklin, KS (COD)",
13599,"West Mineral, KS (COD)",
13600,"Devon, KS (COD)",
13601,"Conway, KS (COD)",
13602,"Beaumont, KS (COD)",
13603,"Colony, KS (COD)",
13604,"Reece, KS (COD)",
13605,"Fulton, KS (COD)",
13606,"Corbin, KS (COD)",
13607,"Piedmont, KS (COD)",
13608,"Ensign, KS (COD)",
13609,"Riverdale, KS (COD)",
13610,"Neosho Falls, KS (COD)",
13611,"Minneola, KS (COD)",
13612,"South Haven, KS (COD)",
13613,"Coats, KS (COD)",
13614,"Cullison, KS (COD)",
13615,"Edna, KS (COD)",
13616,"Galatia, KS (COD)",
13617,"Bronson, KS (COD)",
13618,"Freeport, KS (COD)",
13619,"Latham, KS (COD)",
13620,"Bluff City, KS (COD)",
13621,"Waldron, KS (COD)",
13622,"Rock, KS (COD)",
13623,"Pasadena: Pasadena DA, CA (BDI)",
13624,"Covina-Baldwin Park, CA (BDI)",
13625,"Alhambra, CA (BDI)",
13626,"Arcadia, CA (BDI)",
13627,"Monrovia, CA (BDI)",
13628,"Azusa-Glendora, CA (BDI)",
13629,"El Monte, CA (BDI)",
13630,"La Puente, CA (BDI)",
13631,"Sierra Madre, CA (BDI)",
13632,"San Gabriel Canyon, CA (BDI)",
13633,"Oak Brook, IL (ROU)",
13634,"Bolingbrook, IL (ROU)",
13635,"Aurora East, IL (ROU)",
13636,"Naperville Northeast, IL (ROU)",
13637,"Lemont North, IL (ROU)",
13638,"Bayport, NY (HUN)",
13639,"Ronkonkoma, NY (HUN)",
13640,"Southampton, NY (HUN)",
13641,"Yaphank, NY (HUN)",
13642,"Bay Shore, NY (HUN)",
13643,"Patchogue, NY (HUN)",
13644,"Riverhead, NY (HUN)",
13645,"Shoreham, NY (HUN)",
13646,"Islip, NY (HUN)",
13647,"Commack, NY (HUN)",
13648,"Midland, NY (HUN)",
13649,"Deer Park, NY (HUN)",
13650,"Stony Brook, NY (HUN)",
13651,"Sayville, NY (HUN)",
13652,"Huntington, NY (HUN)",
13653,"Lindenhurst, NY (HUN)",
13654,"Montauk Point, NY (HUN)",
13655,"Bridgehampton, NY (HUN)",
13656,"Northport, NY (HUN)",
13657,"Smithtown, NY (HUN)",
13658,"East Hampton, NY (HUN)",
13659,"St James, NY (HUN)",
13660,"Sag Harbor, NY (HUN)",
13661,"West Commack, NY (HUN)",
13662,"Amagansett, NY (HUN)",
13663,"Kings Park, NY (HUN)",
13664,"Hampton Bays, NY (HUN)",
13665,"Atlantic, NY (HUN)",
13666,"Bellport, NY (HUN)",
13667,"Westhampton, NY (HUN)",
13668,"Babylon, NY (HUN)",
13669,"Mattituck, NY (HUN)",
13670,"East Fire Island, NY (HUN)",
13671,"Orient, NY (HUN)",
13672,"Eastport, NY (HUN)",
13673,"Port Jefferson, NY (HUN)",
13674,"Greenport (Suffolk), NY (HUN)",
13675,"Wading River, NY (HUN)",
13676,"Center Moriches, NY (HUN)",
13677,"Southold, NY (HUN)",
13678,"Fire Island, NY (HUN)",
13679,"Water Mill, NY (HUN)",
13680,"Jamesport, NY (HUN)",
13681,"Shelter Island, NY (HUN)",
13682,"Quogue, NY (HUN)",
13683,"Peconic, NY (HUN)",
13684,"Fishers Island, NY (HUN)",
13685,"Manchester MCA3, MO (BEN)",
13686,"Warrenton, MO (BEN)",
13687,"Fenton, MO (BEN)",
13688,"Winfield, MO (BEN)",
13689,"St Charles, MO (BEN)",
13690,"Festus-Crystal City, MO (BEN)",
13691,"Union, MO (BEN)",
13692,"Maxville, MO (BEN)",
13693,"Chesterfield, MO (BEN)",
13694,"Washington, MO (BEN)",
13695,"Cedar Hill, MO (BEN)",
13696,"Imperial MCA3, MO (BEN)",
13697,"Herculaneum-Pevely MCA4, MO (BEN)",
13698,"Valley Park MCA3, MO (BEN)",
13699,"Augusta, MO (BEN)",
13700,"Harvester, MO (BEN)",
13701,"Manchester, MO (BEN)",
13702,"O'Fallon MCA4, MO (BEN)",
13703,"Marthasville MCA6, MO (BEN)",
13704,"De Soto, MO (BEN)",
13705,"Harvester MCA4, MO (BEN)",
13706,"Chesterfield MCA3, MO (BEN)",
13707,"St Peters, MO (BEN)",
13708,"Orchard Farm MCA3, MO (BEN)",
13709,"Foristell, MO (BEN)",
13710,"High Ridge, MO (BEN)",
13711,"St Charles MCA3, MO (BEN)",
13712,"Pacific, MO (BEN)",
13713,"Orchard Farm, MO (BEN)",
13714,"Gray Summit, MO (BEN)",
13715,"Dardenne MCA4, MO (BEN)",
13716,"Ware, MO (BEN)",
13717,"Pacific MCA5, MO (BEN)",
13718,"O'Fallon, MO (BEN)",
13719,"Pond, MO (BEN)",
13720,"Cedar Hill MCA5, MO (BEN)",
13721,"Eureka, MO (BEN)",
13722,"Maxville MCA3, MO (BEN)",
13723,"Troy, MO (BEN)",
13724,"Fenton MCA3, MO (BEN)",
13725,"Herculaneum-Pevely, MO (BEN)",
13726,"Hillsboro, MO (BEN)",
13727,"Dardenne, MO (BEN)",
13728,"St Clair MCA5, MO (BEN)",
13729,"Antonia, MO (BEN)",
13730,"Wentzville, MO (BEN)",
13731,"Wentzville MCA5, MO (BEN)",
13732,"De Soto MCA5, MO (BEN)",
13733,"Hawk Point, MO (BEN)",
13734,"Foley MCA6, MO (BEN)",
13735,"Moscow Mills, MO (BEN)",
13736,"St Clair, MO (BEN)",
13737,"Moscow Mills MCA5, MO (BEN)",
13738,"Warrenton MCA6, MO (BEN)",
13739,"Wright City, MO (BEN)",
13740,"St Peters MCA4, MO (BEN)",
13741,"New Melle MCA5, MO (BEN)",
13742,"Portage des Sioux MCA3, MO (BEN)",
13743,"Pond MCA4, MO (BEN)",
13744,"Portage des Sioux, MO (BEN)",
13745,"Valley Park, MO (BEN)",
13746,"Washington MCA5, MO (BEN)",
13747,"Marthasville, MO (BEN)",
13748,"Gray Summit MCA5, MO (BEN)",
13749,"Ware MCA5, MO (BEN)",
13750,"Troy MCA5, MO (BEN)",
13751,"Foristell MCA5, MO (BEN)",
13752,"Festus-Crystal City MCA5, MO (BEN)",
13753,"Imperial, MO (BEN)",
13754,"Augusta MCA5, MO (BEN)",
13755,"Jonesburg, MO (BEN)",
13756,"Eureka MCA4, MO (BEN)",
13757,"Winfield MCA5, MO (BEN)",
13758,"High Hill, MO (BEN)",
13759,"Truxton, MO (BEN)",
13760,"Old Monroe MCA5, MO (BEN)",
13761,"Foley, MO (BEN)",
13762,"Old Monroe, MO (BEN)",
13763,"High Ridge MCA4, MO (BEN)",
13764,"Antonia MCA4, MO (BEN)",
13765,"Union MCA5, MO (BEN)",
13766,"Holstein MCA6, MO (BEN)",
13767,"Wright City MCA6, MO (BEN)",
13768,"Hillsboro MCA5, MO (BEN)",
13769,"Defiance MCA5, MO (BEN)",
13770,"New Melle, MO (BEN)",
13771,"Holstein, MO (BEN)",
13772,"Defiance, MO (BEN)",
13773,"Val Marie, SK (ALB)",
13774,"Charles City, IA (MDA)",
13775,"Mason City, IA (MDA)",
13776,"Creston, IA (MDA)",
13777,"Chariton, IA (MDA)",
13778,"Pella, IA (MDA)",
13779,"Knoxville, IA (MDA)",
13780,"Osceola, IA (MDA)",
13781,"Keota, IA (MDA)",
13782,"Bloomfield, IA (MDA)",
13783,"Fairfield, IA (MDA)",
13784,"Greenfield, IA (MDA)",
13785,"New Haven, IA (MDA)",
13786,"Davis City, IA (MDA)",
13787,"Oskaloosa, IA (MDA)",
13788,"Centerville, IA (MDA)",
13789,"Britt, IA (MDA)",
13790,"Sigourney, IA (MDA)",
13791,"Eddyville, IA (MDA)",
13792,"Ottumwa, IA (MDA)",
13793,"Baxter, IA (MDA)",
13794,"New Hampton, IA (MDA)",
13795,"Clear Lake, IA (MDA)",
13796,"Leighton, IA (MDA)",
13797,"Mount Ayr, IA (MDA)",
13798,"Grinnell, IA (MDA)",
13799,"Geneva, IA (MDA)",
13800,"Afton, IA (MDA)",
13801,"Unionville, IA (MDA)",
13802,"Fontanelle, IA (MDA)",
13803,"Prescott, IA (MDA)",
13804,"Nora Springs, IA (MDA)",
13805,"Ollie, IA (MDA)",
13806,"Lineville, IA (MDA)",
13807,"Forest City, IA (MDA)",
13808,"Dumont, IA (MDA)",
13809,"Monroe, IA (MDA)",
13810,"Little Cedar, IA (MDA)",
13811,"Lovilia, IA (MDA)",
13812,"Newton, IA (MDA)",
13813,"Agency, IA (MDA)",
13814,"South Adams, IA (MDA)",
13815,"Amund, IA (MDA)",
13816,"Lamoni, IA (MDA)",
13817,"South Emmons, IA (MDA)",
13818,"St Marys, IA (MDA)",
13819,"Osage, IA (MDA)",
13820,"Guthrie Center, IA (MDA)",
13821,"Marble Rock (OmniTel), IA (MDA)",
13822,"Iowa Falls, IA (MDA)",
13823,"Kanawha, IA (MDA)",
13824,"Corning, IA (MDA)",
13825,"Northwood, IA (MDA)",
13826,"Mona, IA (MDA)",
13827,"Wellsburg, IA (MDA)",
13828,"Marshalltown, IA (MDA)",
13829,"Bailey, IA (MDA)",
13830,"Lenox, IA (MDA)",
13831,"Rose Hill, IA (MDA)",
13832,"Clearfield, IA (MDA)",
13833,"Orient, IA (MDA)",
13834,"Thayer, IA (MDA)",
13835,"Shannon City, IA (MDA)",
13836,"Thornton, IA (MDA)",
13837,"Nevinville, IA (MDA)",
13838,"Arispe, IA (MDA)",
13839,"Kent, IA (MDA)",
13840,"Sharpsburg, IA (MDA)",
13841,"Kensett, IA (MDA)",
13842,"Gladbrook, IA (MDA)",
13843,"Meservey, IA (MDA)",
13844,"Mingo, IA (MDA)",
13845,"Alta Vista, IA (MDA)",
13846,"Conrad, IA (MDA)",
13847,"Bridgewater, IA (MDA)",
13848,"Rockwell, IA (MDA)",
13849,"Colo, IA (MDA)",
13850,"Belmond, IA (MDA)",
13851,"Collins, IA (MDA)",
13852,"Toledo, IA (MDA)",
13853,"Elma, IA (MDA)",
13854,"Rudd, IA (MDA)",
13855,"St Charles, IA (MDA)",
13856,"Marble Rock, IA (MDA)",
13857,"Floyd, IA (MDA)",
13858,"Humeston, IA (MDA)",
13859,"Swaledale, IA (MDA)",
13860,"Bagley, IA (MDA)",
13861,"Jamaica, IA (MDA)",
13862,"Yale, IA (MDA)",
13863,"What Cheer, IA (MDA)",
13864,"Nashua, IA (MDA)",
13865,"Klemme, IA (MDA)",
13866,"Garden Grove, IA (MDA)",
13867,"Weldon, IA (MDA)",
13868,"Leon, IA (MDA)",
13869,"Murray, IA (MDA)",
13870,"Melcher, IA (MDA)",
13871,"New Virginia, IA (MDA)",
13872,"Manly, IA (MDA)",
13873,"Hampton, IA (MDA)",
13874,"Leland, IA (MDA)",
13875,"Floris, IA (MDA)",
13876,"Liberty Center, IA (MDA)",
13877,"Green Mountain, IA (MDA)",
13878,"Haverhill, IA (MDA)",
13879,"Laurel, IA (MDA)",
13880,"Clemons, IA (MDA)",
13881,"Ferguson, IA (MDA)",
13882,"Le Grand, IA (MDA)",
13883,"Melbourne, IA (MDA)",
13884,"State Center, IA (MDA)",
13885,"Union, IA (MDA)",
13886,"Zearing, IA (MDA)",
13887,"Albion, IA (MDA)",
13888,"Chelsea, IA (MDA)",
13889,"Montour, IA (MDA)",
13890,"Rhodes, IA (MDA)",
13891,"Goodell, IA (MDA)",
13892,"Liscomb, IA (MDA)",
13893,"New Providence, IA (MDA)",
13894,"Gilman, IA (MDA)",
13895,"Garwin, IA (MDA)",
13896,"Montezuma, IA (MDA)",
13897,"Garner, IA (MDA)",
13898,"Brooklyn, IA (MDA)",
13899,"Corydon, IA (MDA)",
13900,"Menlo, IA (MDA)",
13901,"Kellogg, IA (MDA)",
13902,"Lynnville, IA (MDA)",
13903,"Malcom, IA (MDA)",
13904,"Derby, IA (MDA)",
13905,"Lacona, IA (MDA)",
13906,"Russell, IA (MDA)",
13907,"Buffalo Center, IA (MDA)",
13908,"Crystal Lake, IA (MDA)",
13909,"Rake, IA (MDA)",
13910,"Scarville, IA (MDA)",
13911,"Latimer, IA (MDA)",
13912,"Thompson, IA (MDA)",
13913,"Joice, IA (MDA)",
13914,"Lake Mills, IA (MDA)",
13915,"Searsboro, IA (MDA)",
13916,"Sully, IA (MDA)",
13917,"Deep River, IA (MDA)",
13918,"St Ansgar, IA (MDA)",
13919,"Libertyville, IA (MDA)",
13920,"Alexander, IA (MDA)",
13921,"Delta, IA (MDA)",
13922,"Peoria, IA (MDA)",
13923,"Otley, IA (MDA)",
13924,"Harper, IA (MDA)",
13925,"New Sharon, IA (MDA)",
13926,"Moulton, IA (MDA)",
13927,"Barnes City, IA (MDA)",
13928,"Rowan, IA (MDA)",
13929,"Mystic, IA (MDA)",
13930,"Plano, IA (MDA)",
13931,"Eldon, IA (MDA)",
13932,"Hedrick, IA (MDA)",
13933,"Farson, IA (MDA)",
13934,"Milton, IA (MDA)",
13935,"Cincinnati, IA (MDA)",
13936,"Martinsburg, IA (MDA)",
13937,"Batavia, IA (MDA)",
13938,"Pulaski, IA (MDA)",
13939,"Sheffield, IA (MDA)",
13940,"Tingley, IA (MDA)",
13941,"Plymouth, IA (MDA)",
13942,"Stacyville (OmniTel), IA (MDA)",
13943,"St Ansgar (OmniTel), IA (MDA)",
13944,"Coulter, IA (MDA)",
13945,"Drakesville, IA (MDA)",
13946,"Moravia, IA (MDA)",
13947,"Melrose, IA (MDA)",
13948,"Peru, IA (MDA)",
13949,"Diagonal, IA (MDA)",
13950,"Stacyville, IA (MDA)",
13951,"Casey, IA (MDA)",
13952,"Killduff, IA (MDA)",
13953,"Adair, IA (MDA)",
13954,"Linden, IA (MDA)",
13955,"Grafton, IA (MDA)",
13956,"Panora, IA (MDA)",
13957,"Rockford, IA (MDA)",
13958,"Lorimor, IA (MDA)",
13959,"Martensdale, IA (MDA)",
13960,"Truro, IA (MDA)",
13961,"Lucas, IA (MDA)",
13962,"Redding, IA (MDA)",
13963,"Macksburg, IA (MDA)",
13964,"Grand River, IA (MDA)",
13965,"Bristow, IA (MDA)",
13966,"Kellerton, IA (MDA)",
13967,"Benton, IA (MDA)",
13968,"Blockton, IA (MDA)",
13969,"Reasnor, IA (MDA)",
13970,"Dougherty, IA (MDA)",
13971,"Fertile, IA (MDA)",
13972,"Ackley, IA (MDA)",
13973,"Greene (OmniTel), IA (MDA)",
13974,"Greene, IA (MDA)",
13975,"Ventura, IA (MDA)",
13976,"Eldora, IA (MDA)",
13977,"Williamson, IA (MDA)",
13978,"Hubbard, IA (MDA)",
13979,"Steamboat Rock, IA (MDA)",
13980,"Allerton, IA (MDA)",
13981,"Promise City, IA (MDA)",
13982,"Aredale, IA (MDA)",
13983,"Hanlontown, IA (MDA)",
13984,"Millerton, IA (MDA)",
13985,"Seymour, IA (MDA)",
13986,"Woden, IA (MDA)",
13987,"Miller, IA (MDA)",
13988,"Mark, IA (MDA)",
13989,"Albia, IA (MDA)",
13990,"Fremont, IA (MDA)",
13991,"Bladensburg, IA (MDA)",
13992,"Chillicothe, IA (MDA)",
13993,"Douds, IA (MDA)",
13994,"Blakesburg, IA (MDA)",
13995,"Milo, IA (MDA)",
13996,"Attica, IA (MDA)",
13997,"Bussey, IA (MDA)",
13998,"Stevens, IA (MDA)",
13999,"Tracy, IA (MDA)",
14000,"Riceville, IA (MDA)",
14001,"Grand Turk, TC (SEN)",
14002,"San Mateo, CA (BDI)",
14003,"South San Francisco, CA (BDI)",
14004,"Mountain View, CA (BDI)",
14005,"Millbrae, CA (BDI)",
14006,"Woodside, CA (BDI)",
14007,"Redwood City, CA (BDI)",
14008,"Los Altos, CA (BDI)",
14009,"Palo Alto, CA (BDI)",
14010,"San Carlos-Belmont, CA (BDI)",
14011,"Pescadero, CA (BDI)",
14012,"Moss Beach, CA (BDI)",
14013,"Half Moon Bay, CA (BDI)",
14014,"Pacifica, CA (BDI)",
14015,"La Honda, CA (BDI)",
14016,"Red Wing, MN (COD)",
14017,"Lindstrom, MN (COD)",
14018,"St Croix Beach, MN (COD)",
14019,"North Branch, MN (COD)",
14020,"Taylors Falls, MN (COD)",
14021,"White Rock, MN (COD)",
14022,"Hastings, MN (COD)",
14023,"Stillwater, MN (COD)",
14024,"Lake City, MN (COD)",
14025,"Wabasha, MN (COD)",
14026,"Scandia Marine, MN (COD)",
14027,"Goodhue, MN (COD)",
14028,"Tampa North, FL (MUS)",
14029,"Zephyrhills, FL (MUS)",
14030,"Tampa South, FL (MUS)",
14031,"Tampa East, FL (MUS)",
14032,"Plant City, FL (MUS)",
14033,"Tampa West, FL (MUS)",
14034,"Westminster, CA (BDI)",
14035,"Anaheim, CA (BDI)",
14036,"Huntington Beach, CA (BDI)",
14037,"Santa Ana, CA (BDI)",
14038,"Garden Grove, CA (BDI)",
14039,"Silverado, CA (BDI)",
14040,"Cypress, CA (BDI)",
14041,"Placentia, CA (BDI)",
14042,"Fullerton, CA (BDI)",
14043,"Orange, CA (BDI)",
14044,"Yorba Linda, CA (BDI)",
14045,"Buena Park, CA (BDI)",
14046,"Brea, CA (BDI)",
14047,"Butler, MO (BEN)",
14048,"Chillicothe, MO (BEN)",
14049,"Marshall, MO (BEN)",
14050,"Atlanta, MO (BEN)",
14051,"Smithton, MO (BEN)",
14052,"Sweet Springs, MO (BEN)",
14053,"Otterville, MO (BEN)",
14054,"Appleton City, MO (BEN)",
14055,"Blairstown, MO (BEN)",
14056,"Green Ridge, MO (BEN)",
14057,"Urich, MO (BEN)",
14058,"Leeton, MO (BEN)",
14059,"La Belle, MO (BEN)",
14060,"Maryville, MO (BEN)",
14061,"Kirksville, MO (BEN)",
14062,"Coal, MO (BEN)",
14063,"Chilhowee, MO (BEN)",
14064,"Houstonia, MO (BEN)",
14065,"Malta Bend, MO (BEN)",
14066,"Sedalia, MO (BEN)",
14067,"Bynumville, MO (BEN)",
14068,"Warsaw, MO (BEN)",
14069,"Centerview, MO (BEN)",
14070,"New Cambria, MO (BEN)",
14071,"Montrose, MO (BEN)",
14072,"Calhoun, MO (BEN)",
14073,"Deepwater, MO (BEN)",
14074,"Lexington, MO (BEN)",
14075,"Knobnoster, MO (BEN)",
14076,"Stanberry, MO (BEN)",
14077,"Higginsville, MO (BEN)",
14078,"Warrensburg, MO (BEN)",
14079,"Waverly, MO (BEN)",
14080,"Purdin, MO (BEN)",
14081,"Hardin, MO (BEN)",
14082,"Fayette, MO (BEN)",
14083,"Norborne, MO (BEN)",
14084,"Tipton, MO (BEN)",
14085,"Rock Port, MO (BEN)",
14086,"Cowgill, MO (BEN)",
14087,"Rothville, MO (BEN)",
14088,"Brookfield, MO (BEN)",
14089,"South Braddyville, MO (BEN)",
14090,"Clifton Hill, MO (BEN)",
14091,"Moberly, MO (BEN)",
14092,"Milan, MO (BEN)",
14093,"Holliday, MO (BEN)",
14094,"Amsterdam, MO (BEN)",
14095,"Clinton, MO (BEN)",
14096,"Mendon, MO (BEN)",
14097,"Armstrong, MO (BEN)",
14098,"King City, MO (BEN)",
14099,"Kahoka, MO (BEN)",
14100,"Huntsville, MO (BEN)",
14101,"Steffenville, MO (BEN)",
14102,"Blackburn, MO (BEN)",
14103,"Gorin, MO (BEN)",
14104,"Bethel, MO (BEN)",
14105,"Ionia, MO (BEN)",
14106,"Laredo, MO (BEN)",
14107,"Keytesville, MO (BEN)",
14108,"Paris, MO (BEN)",
14109,"Madison, MO (BEN)",
14110,"Jacksonville, MO (BEN)",
14111,"Albany, MO (BEN)",
14112,"Syracuse, MO (BEN)",
14113,"Edina, MO (BEN)",
14114,"Grant City, MO (BEN)",
14115,"Hopkins, MO (BEN)",
14116,"Lancaster, MO (BEN)",
14117,"Meadville, MO (BEN)",
14118,"Kimberly, MO (BEN)",
14119,"Carrollton, MO (BEN)",
14120,"Brashear, MO (BEN)",
14121,"Slater, MO (BEN)",
14122,"Denver, MO (BEN)",
14123,"Brock, MO (BEN)",
14124,"La Plata, MO (BEN)",
14125,"Gallatin, MO (BEN)",
14126,"Fortuna, MO (BEN)",
14127,"Glasgow, MO (BEN)",
14128,"Trenton, MO (BEN)",
14129,"Lemons, MO (BEN)",
14130,"Braymer, MO (BEN)",
14131,"Macon, MO (BEN)",
14132,"La Monte, MO (BEN)",
14133,"Knoxville, MO (BEN)",
14134,"Polo, MO (BEN)",
14135,"Martinstown, MO (BEN)",
14136,"South Seymour, MO (BEN)",
14137,"Princeton, MO (BEN)",
14138,"Pattonsburg, MO (BEN)",
14139,"Florence, MO (BEN)",
14140,"Concordia, MO (BEN)",
14141,"Bethany, MO (BEN)",
14142,"Westville, MO (BEN)",
14143,"Marceline, MO (BEN)",
14144,"Dalton, MO (BEN)",
14145,"Downing, MO (BEN)",
14146,"Mercer, MO (BEN)",
14147,"Bloomington, MO (BEN)",
14148,"Salisbury, MO (BEN)",
14149,"South Hamburg, MO (BEN)",
14150,"Macon (CVTC), MO (BEN)",
14151,"Hale, MO (BEN)",
14152,"Leonard, MO (BEN)",
14153,"Arrow Rock, MO (BEN)",
14154,"Hurdland, MO (BEN)",
14155,"Bunceton, MO (BEN)",
14156,"Knox City, MO (BEN)",
14157,"New Hampton, MO (BEN)",
14158,"Brunswick, MO (BEN)",
14159,"Mound City, MO (BEN)",
14160,"Oregon, MO (BEN)",
14161,"East Pleasanton, MO (BEN)",
14162,"Gentry, MO (BEN)",
14163,"Higbee, MO (BEN)",
14164,"Latham, MO (BEN)",
14165,"Memphis, MO (BEN)",
14166,"Laclede, MO (BEN)",
14167,"Blackwater, MO (BEN)",
14168,"Eagleville, MO (BEN)",
14169,"Wyaconda, MO (BEN)",
14170,"Forest Green, MO (BEN)",
14171,"Stet, MO (BEN)",
14172,"Spickard, MO (BEN)",
14173,"Ethel, MO (BEN)",
14174,"Novinger, MO (BEN)",
14175,"High Point, MO (BEN)",
14176,"Boonville, MO (BEN)",
14177,"Creighton, MO (BEN)",
14178,"Coffey, MO (BEN)",
14179,"Bosworth, MO (BEN)",
14180,"Lincoln, MO (BEN)",
14181,"De Witt, MO (BEN)",
14182,"Clearmont, MO (BEN)",
14183,"New Franklin, MO (BEN)",
14184,"Powersville, MO (BEN)",
14185,"Rockville, MO (BEN)",
14186,"Tina, MO (BEN)",
14187,"Tarkio, MO (BEN)",
14188,"Brimson, MO (BEN)",
14189,"Avalon, MO (BEN)",
14190,"Chula, MO (BEN)",
14191,"Hume, MO (BEN)",
14192,"Breckenridge, MO (BEN)",
14193,"Windsor, MO (BEN)",
14194,"Barnard, MO (BEN)",
14195,"Wheeling, MO (BEN)",
14196,"Darlington, MO (BEN)",
14197,"Cole Camp, MO (BEN)",
14198,"Pickering, MO (BEN)",
14199,"Galt, MO (BEN)",
14200,"Alma, MO (BEN)",
14201,"Craig, MO (BEN)",
14202,"Jamesport, MO (BEN)",
14203,"Fairfax, MO (BEN)",
14204,"Athens, MO (BEN)",
14205,"New Boston, MO (BEN)",
14206,"Clarence, MO (BEN)",
14207,"Pollock, MO (BEN)",
14208,"Bucklin, MO (BEN)",
14209,"Revere, MO (BEN)",
14210,"Unionville, MO (BEN)",
14211,"Burlington Junction, MO (BEN)",
14212,"Bogard, MO (BEN)",
14213,"Newark, MO (BEN)",
14214,"South Davis City, MO (BEN)",
14215,"Ludlow, MO (BEN)",
14216,"Novelty, MO (BEN)",
14217,"Elmo, MO (BEN)",
14218,"Dawn, MO (BEN)",
14219,"Winston, MO (BEN)",
14220,"Wayland, MO (BEN)",
14221,"Mooresville, MO (BEN)",
14222,"Mount Moriah, MO (BEN)",
14223,"Queen City, MO (BEN)",
14224,"Callao, MO (BEN)",
14225,"Lock Springs, MO (BEN)",
14226,"Bevier, MO (BEN)",
14227,"Speed, MO (BEN)",
14228,"Excello, MO (BEN)",
14229,"Prairie Hill, MO (BEN)",
14230,"Gilliam, MO (BEN)",
14231,"Allendale, MO (BEN)",
14232,"Shannondale, MO (BEN)",
14233,"Lucerne, MO (BEN)",
14234,"Newtown, MO (BEN)",
14235,"Sheridan, MO (BEN)",
14236,"Elmer, MO (BEN)",
14237,"Jameson, MO (BEN)",
14238,"Foster, MO (BEN)",
14239,"Pilot Grove, MO (BEN)",
14240,"Wooldridge, MO (BEN)",
14241,"Prairie Home, MO (BEN)",
14242,"Washington Center, MO (BEN)",
14243,"Jamestown, MO (BEN)",
14244,"Miami, MO (BEN)",
14245,"Sumner, MO (BEN)",
14246,"Winigan, MO (BEN)",
14247,"Nelson, MO (BEN)",
14248,"Luray, MO (BEN)",
14249,"Ridgeway, MO (BEN)",
14250,"Green City, MO (BEN)",
14251,"South Lineville, MO (BEN)",
14252,"Gilman City, MO (BEN)",
14253,"Andover, MO (BEN)",
14254,"Marshall Junction, MO (BEN)",
14255,"Tobin Creek, MO (BEN)",
14256,"Baring, MO (BEN)",
14257,"Cainsville, MO (BEN)",
14258,"Linneus, MO (BEN)",
14259,"Amoret, MO (BEN)",
14260,"Skidmore, MO (BEN)",
14261,"Omaha, MO (BEN)",
14262,"Maitland, MO (BEN)",
14263,"Ravenwood, MO (BEN)",
14264,"Graham, MO (BEN)",
14265,"Conception Junction, MO (BEN)",
14266,"Arbela, MO (BEN)",
14267,"Browning, MO (BEN)",
14268,"Greentop, MO (BEN)",
14269,"Westboro, MO (BEN)",
14270,"Parnell, MO (BEN)",
14271,"Watson, MO (BEN)",
14272,"Santa Clarita: Newhall-Castaic DA, CA (BDI)",
14273,"Bakersfield: Main DA, CA (BDI)",
14274,"Palmdale: Palmdale DA, CA (BDI)",
14275,"Lancaster, CA (BDI)",
14276,"Palmdale: Agua Dulce DA, CA (BDI)",
14277,"Santa Clarita: Saugus Canyon Country DA, CA (BDI)",
14278,"Bakersfield: North DA, CA (BDI)",
