regionnum,regionname,exact_match
20553,"Red Springs, NC (MDV)",
20554,"Dunn, NC (MDV)",
20555,"Newton Grove, NC (MDV)",
20556,"Maxton, NC (MDV)",
20557,"St Pauls, NC (MDV)",
20558,"Lillington, NC (MDV)",
20559,"Lisbon, NC (MDV)",
20560,"Vass, NC (MDV)",
20561,"Southern Pines, NC (MDV)",
20562,"Elizabethtown, NC (MDV)",
20563,"Raeford, NC (MDV)",
20564,"Bolivia, NC (MDV)",
20565,"Burgaw, NC (MDV)",
20566,"Faison, NC (MDV)",
20567,"Gibson, NC (MDV)",
20568,"Southport, NC (MDV)",
20569,"Scotts Hill 270, NC (MDV)",
20570,"Rose Hill, NC (MDV)",
20571,"Kenansville, NC (MDV)",
20572,"Pinebluff, NC (MDV)",
20573,"Atkinson, NC (MDV)",
20574,"Wallace, NC (MDV)",
20575,"Longwood, NC (MDV)",
20576,"Beulaville, NC (MDV)",
20577,"Chadbourn, NC (MDV)",
20578,"Clarkton, NC (MDV)",
20579,"Aberdeen, NC (MDV)",
20580,"Scotts Hill, NC (MDV)",
20581,"Richlands, NC (MDV)",
20582,"Swansboro-Onslow, NC (MDV)",
20583,"Sneads Ferry, NC (MDV)",
20584,"Topsail Island, NC (MDV)",
20585,"Holly Ridge, NC (MDV)",
20586,"Pembroke, NC (MDV)",
20587,"Boiling Springs Lake, NC (MDV)",
20588,"Lake Waccamaw, NC (MDV)",
20589,"Wagram, NC (MDV)",
20590,"Tabor City, NC (MDV)",
20591,"Seaside, NC (MDV)",
20592,"West End, NC (MDV)",
20593,"Fairmont, NC (MDV)",
20594,"Rowland, NC (MDV)",
20595,"Acme, NC (MDV)",
20596,"Biscoe, NC (MDV)",
20597,"Mount Gilead, NC (MDV)",
20598,"Parkton, NC (MDV)",
20599,"Laurel Hill, NC (MDV)",
20600,"High Falls, NC (MDV)",
20601,"Dunn (Cumberland), NC (MDV)",
20602,"Roseboro, NC (MDV)",
20603,"Garland, NC (MDV)",
20604,"South River, NC (MDV)",
20605,"Harrells, NC (MDV)",
20606,"Six Runs, NC (MDV)",
20607,"Herring, NC (MDV)",
20608,"Coharie, NC (MDV)",
20609,"Cypress Creek, NC (MDV)",
20610,"Maysville, NC (MDV)",
20611,"Bladenboro, NC (MDV)",
20612,"Whispering Pines, NC (MDV)",
20613,"Abbottsburg, NC (MDV)",
20614,"Fair Bluff, NC (MDV)",
20615,"Ellerbe, NC (MDV)",
20616,"Kelly, NC (MDV)",
20617,"Carthage, NC (MDV)",
20618,"Holden Beach, NC (MDV)",
20619,"White Oak, NC (MDV)",
20620,"Robbins, NC (MDV)",
20621,"Candor, NC (MDV)",
20622,"Savannah, GA (AZE)",
20623,"Jesup, GA (AZE)",
20624,"Springfield, GA (AZE)",
20625,"Hazlehurst, GA (AZE)",
20626,"Screven, GA (AZE)",
20627,"Blackshear, GA (AZE)",
20628,"Statesboro, GA (AZE)",
20629,"Ludowici, GA (AZE)",
20630,"Brunswick, GA (AZE)",
20631,"Lyons, GA (AZE)",
20632,"Waycross, GA (AZE)",
20633,"St Marys, GA (AZE)",
20634,"Glennville, GA (AZE)",
20635,"Baxley, GA (AZE)",
20636,"Rincon, GA (AZE)",
20637,"Vidalia, GA (AZE)",
20638,"Pembroke, GA (AZE)",
20639,"Hinesville, GA (AZE)",
20640,"Douglas, GA (AZE)",
20641,"St Simons Island, GA (AZE)",
20642,"Folkston, GA (AZE)",
20643,"Claxton, GA (AZE)",
20644,"Uvalda, GA (AZE)",
20645,"Alma, GA (AZE)",
20646,"Fargo, GA (AZE)",
20647,"Lumber City, GA (AZE)",
20648,"Mount Vernon, GA (AZE)",
20649,"Nicholls, GA (AZE)",
20650,"Richmond Hill, GA (AZE)",
20651,"Metter, GA (AZE)",
20652,"Guyton, GA (AZE)",
20653,"Jekyll Island, GA (AZE)",
20654,"Collins, GA (AZE)",
20655,"Sylvania, GA (AZE)",
20656,"Pooler, GA (AZE)",
20657,"Broxton, GA (AZE)",
20658,"Alamo, GA (AZE)",
20659,"Odum, GA (AZE)",
20660,"Pearson, GA (AZE)",
20661,"Ellabell, GA (AZE)",
20662,"Reidsville, GA (AZE)",
20663,"Midway, GA (AZE)",
20664,"Darien, GA (AZE)",
20665,"South Guyton, GA (AZE)",
20666,"Hoboken, GA (AZE)",
20667,"Nahunta, GA (AZE)",
20668,"Homerville, GA (AZE)",
20669,"Tybee Island, GA (AZE)",
20670,"Hortense, GA (AZE)",
20671,"Willacoochee, GA (AZE)",
20672,"Sapelo Island, GA (AZE)",
20673,"Register, GA (AZE)",
20674,"St George, GA (AZE)",
20675,"Glenwood, GA (AZE)",
20676,"Soperton, GA (AZE)",
20677,"Lexsy, GA (AZE)",
20678,"Johnson Corner, GA (AZE)",
20679,"Oak Park, GA (AZE)",
20680,"Clito, GA (AZE)",
20681,"Patterson, GA (AZE)",
20682,"Cobbtown, GA (AZE)",
20683,"Eulonia, GA (AZE)",
20684,"Waynesville, GA (AZE)",
20685,"Stilson, GA (AZE)",
20686,"Hilltonia, GA (AZE)",
20687,"Nevils, GA (AZE)",
20688,"Brooklet, GA (AZE)",
20689,"Anderson, GA (AZE)",
20690,"Newington, GA (AZE)",
20691,"Dover, GA (AZE)",
20692,"Portal, GA (AZE)",
20693,"Kansas City, KS (COD)",
20694,"Atchison, KS (COD)",
20695,"McLouth, KS (COD)",
20696,"Olathe, KS (COD)",
20697,"Louisburg, KS (COD)",
20698,"Gardner, KS (COD)",
20699,"West Cleveland, KS (COD)",
20700,"Leavenworth, KS (COD)",
20701,"Osawatomie, KS (COD)",
20702,"Spring Hill, KS (COD)",
20703,"West Drexel, KS (COD)",
20704,"Lancaster Metro, KS (COD)",
20705,"Osawatomie Metro, KS (COD)",
20706,"Paola, KS (COD)",
20707,"Bonner Springs, KS (COD)",
20708,"Linwood Metro, KS (COD)",
20709,"Lancaster, KS (COD)",
20710,"Tonganoxie, KS (COD)",
20711,"De Soto, KS (COD)",
20712,"Leavenworth Metro, KS (COD)",
20713,"Pleasanton, KS (COD)",
20714,"Elwood, KS (COD)",
20715,"Tonganoxie Metro, KS (COD)",
20716,"West Drexel Metro, KS (COD)",
20717,"Effingham, KS (COD)",
20718,"Basehor, KS (COD)",
20719,"Prescott, KS (COD)",
20720,"Mound City, KS (COD)",
20721,"Bucyrus Metro, KS (COD)",
20722,"Paola Metro, KS (COD)",
20723,"West Hume, KS (COD)",
20724,"De Soto Metro, KS (COD)",
20725,"Spring Hill Metro, KS (COD)",
20726,"Linwood, KS (COD)",
20727,"Basehor Metro, KS (COD)",
20728,"Blue Mound, KS (COD)",
20729,"La Cygne, KS (COD)",
20730,"Easton, KS (COD)",
20731,"Winchester, KS (COD)",
20732,"Hillsdale, KS (COD)",
20733,"Nortonville, KS (COD)",
20734,"Fontana, KS (COD)",
20735,"Gardner Metro, KS (COD)",
20736,"Bucyrus, KS (COD)",
20737,"Edgerton, KS (COD)",
20738,"Edgerton Metro, KS (COD)",
20739,"Parker, KS (COD)",
20740,"West Cleveland Metro, KS (COD)",
20741,"Westchester Zone 1, NY (HUN)",
20742,"Westchester Zone 2, NY (HUN)",
20743,"Bedford Village, NY (HUN)",
20744,"Westchester Zone 8, NY (HUN)",
20745,"Ossining, NY (HUN)",
20746,"Mount Kisco, NY (HUN)",
20747,"Chappaqua, NY (HUN)",
20748,"Yorktown Heights, NY (HUN)",
20749,"Armonk Village, NY (HUN)",
20750,"Westchester Zone 9, NY (HUN)",
20751,"Katonah, NY (HUN)",
20752,"Westchester Zone 3, NY (HUN)",
20753,"Westchester Zone 4, NY (HUN)",
20754,"Pleasantville, NY (HUN)",
20755,"Birchwood, NY (HUN)",
20756,"Westchester Zone 7, NY (HUN)",
20757,"Croton on Hudson, NY (HUN)",
20758,"Westchester Zone 6, NY (HUN)",
20759,"Pound Ridge, NY (HUN)",
20760,"Lewisboro, NY (HUN)",
20761,"South Salem, NY (HUN)",
20762,"Westchester Zone 5, NY (HUN)",
20763,"El Paso, TX (USA)",
20764,"Sierra Blanca, TX (USA)",
20765,"Vinton, TX (USA)",
20766,"Clint, TX (USA)",
20767,"Fabens, TX (USA)",
20768,"Canutillo, TX (USA)",
20769,"Fort Hancock, TX (USA)",
20770,"Guadalupe Peak, TX (USA)",
20771,"Dell City, TX (USA)",
20772,"Mile High, TX (USA)",
20773,"Desert Haven, TX (USA)",
20774,"Isleton, CA (BDI)",
20775,"Catoosa, OK (USA)",
20776,"Collinsville, OK (USA)",
20777,"Sperry, OK (USA)",
20778,"Big Cabin, OK (USA)",
20779,"Cushing, OK (USA)",
20780,"Kansas, OK (USA)",
20781,"Alluwe, OK (USA)",
20782,"Keystone, OK (USA)",
20783,"Jay, OK (USA)",
20784,"Bokoshe, OK (USA)",
20785,"Beggs, OK (USA)",
20786,"Nowata, OK (USA)",
20787,"Talala, OK (USA)",
20788,"Claremore, OK (USA)",
20789,"Talihina, OK (USA)",
20790,"Pawnee, OK (USA)",
20791,"Ralston, OK (USA)",
20792,"Crowder, OK (USA)",
20793,"Canadian, OK (USA)",
20794,"Osage, OK (USA)",
20795,"Hallett, OK (USA)",
20796,"Mannford East, OK (USA)",
20797,"Bixby, OK (USA)",
20798,"Kendrick, OK (USA)",
20799,"Tryon, OK (USA)",
20800,"Agra, OK (USA)",
20801,"Braggs, OK (USA)",
20802,"New Home, OK (USA)",
20803,"Poteau, OK (USA)",
20804,"Yale, OK (USA)",
20805,"Salina, OK (USA)",
20806,"Muldrow, OK (USA)",
20807,"Stilwell, OK (USA)",
20808,"Grainola, OK (USA)",
20809,"Disney, OK (USA)",
20810,"Longtown, OK (USA)",
20811,"Maramec, OK (USA)",
20812,"Warner, OK (USA)",
20813,"Delaware, OK (USA)",
20814,"Lenapah, OK (USA)",
20815,"Council Hill, OK (USA)",
20816,"West Uniontown, OK (USA)",
20817,"Wann, OK (USA)",
20818,"Copan, OK (USA)",
20819,"Blackburn, OK (USA)",
20820,"Oglesby, OK (USA)",
20821,"South Hewins, OK (USA)",
20822,"Peggs, OK (USA)",
20823,"Cedars, OK (USA)",
20824,"Burbank, OK (USA)",
20825,"Muse, OK (USA)",
20826,"Dustin, OK (USA)",
20827,"Hanna, OK (USA)",
20828,"Monroe Howe, OK (USA)",
20829,"Fanshawe, OK (USA)",
20830,"West Seneca, OK (USA)",
20831,"Boley, OK (USA)",
20832,"Castle, OK (USA)",
20833,"Fairland, OK (USA)",
20834,"Summerfield, OK (USA)",
20835,"Wyandotte, OK (USA)",
20836,"Keota, OK (USA)",
20837,"Vian, OK (USA)",
20838,"Leflore, OK (USA)",
20839,"Red Oak, OK (USA)",
20840,"Webb City, OK (USA)",
20841,"Skedee, OK (USA)",
20842,"Bluejacket, OK (USA)",
20843,"Adair, OK (USA)",
20844,"Welch, OK (USA)",
20845,"Sallisaw (DiamondNet), OK (USA)",
20846,"McCurtain, OK (USA)",
20847,"Enterprise, OK (USA)",
20848,"Indianola, OK (USA)",
20849,"Scipio, OK (USA)",
20850,"Mounds, OK (USA)",
20851,"Wynona, OK (USA)",
20852,"South West City, OK (USA)",
20853,"Sparks, OK (USA)",
20854,"Wardville, OK (USA)",
20855,"Hominy, OK (USA)",
20856,"South Edna, OK (USA)",
20857,"Panama, OK (USA)",
20858,"Keefeton, OK (USA)",
20859,"Tiff City, OK (USA)",
20860,"South Bartlett, OK (USA)",
20861,"Siler City, NC (MDV)",
20862,"Durham, NC (MDV)",
20863,"Selma, NC (MDV)",
20864,"Smithfield, NC (MDV)",
20865,"Benson, NC (MDV)",
20866,"Raleigh, NC (MDV)",
20867,"Chapel Hill, NC (MDV)",
20868,"Knightdale, NC (MDV)",
20869,"Goldsboro, NC (MDV)",
20870,"Cary, NC (MDV)",
20871,"Wake Forest, NC (MDV)",
20872,"Hillsborough, NC (MDV)",
20873,"Fremont, NC (MDV)",
20874,"Clayton, NC (MDV)",
20875,"Durham (Research Triangle Park), NC (MDV)",
20876,"Apex, NC (MDV)",
20877,"Cary (Research Triangle Park), NC (MDV)",
20878,"Broadway, NC (MDV)",
20879,"Zebulon, NC (MDV)",
20880,"Angier, NC (MDV)",
20881,"Creedmoor, NC (MDV)",
20882,"Kenly, NC (MDV)",
20883,"Fuquay-Varina, NC (MDV)",
20884,"Grantham, NC (MDV)",
20885,"Sanford, NC (MDV)",
20886,"Durham (Raleigh Border), NC (MDV)",
20887,"Olivia, NC (MDV)",
20888,"Mount Olive, NC (MDV)",
20889,"Mebane, NC (MDV)",
20890,"Oxford, NC (MDV)",
20891,"Louisburg, NC (MDV)",
20892,"Wendell, NC (MDV)",
20893,"Pittsboro, NC (MDV)",
20894,"Franklinton, NC (MDV)",
20895,"Goldston, NC (MDV)",
20896,"Raleigh-Durham Airport, NC (MDV)",
20897,"Princeton, NC (MDV)",
20898,"Four Oaks, NC (MDV)",
20899,"Bonlee, NC (MDV)",
20900,"Virgilina, NC (MDV)",
20901,"Appleton, WI (LUX)",
20902,"Oshkosh, WI (LUX)",
20903,"Fond du Lac, WI (LUX)",
20904,"Watertown, WI (LUX)",
20905,"Sheboygan, WI (LUX)",
20906,"Beaver Dam, WI (LUX)",
20907,"Mayville, WI (LUX)",
20908,"Neenah, WI (LUX)",
20909,"Green Bay, WI (LUX)",
20910,"Manitowoc, WI (LUX)",
20911,"Johnson Creek, WI (LUX)",
20912,"Lake Mills, WI (LUX)",
20913,"Seymour, WI (LUX)",
20914,"Green Lake, WI (LUX)",
20915,"Sheboygan Falls, WI (LUX)",
20916,"Waupun, WI (LUX)",
20917,"Wautoma, WI (LUX)",
20918,"De Pere, WI (LUX)",
20919,"Ogdensburg, WI (LUX)",
20920,"New London, WI (LUX)",
20921,"Kewaunee, WI (LUX)",
20922,"Sturgeon Bay, WI (LUX)",
20923,"Markesan, WI (LUX)",
20924,"Lomira, WI (LUX)",
20925,"Eden, WI (LUX)",
20926,"Theresa, WI (LUX)",
20927,"Little Chute, WI (LUX)",
20928,"Cambria, WI (LUX)",
20929,"Kiel, WI (LUX)",
20930,"Pickett, WI (LUX)",
20931,"Berlin, WI (LUX)",
20932,"Princeton, WI (LUX)",
20933,"Neshkoro, WI (LUX)",
20934,"Two Rivers, WI (LUX)",
20935,"Cleveland, WI (LUX)",
20936,"Fort Atkinson, WI (LUX)",
20937,"Collins, WI (LUX)",
20938,"Hustisford, WI (LUX)",
20939,"Oostburg, WI (LUX)",
20940,"Randolph, WI (LUX)",
20941,"Brandon, WI (LUX)",
20942,"Chilton, WI (LUX)",
20943,"Clyman, WI (LUX)",
20944,"Columbus, WI (LUX)",
20945,"Van Dyne, WI (LUX)",
20946,"Mapleton, WI (LUX)",
20947,"Baileys Harbor, WI (LUX)",
20948,"Algoma, WI (LUX)",
20949,"Denmark, WI (LUX)",
20950,"Neosho, WI (LUX)",
20951,"Kaukauna, WI (LUX)",
20952,"Abrams, WI (LUX)",
20953,"Juneau, WI (LUX)",
20954,"Kingston, WI (LUX)",
20955,"Oconto Falls, WI (LUX)",
20956,"Plymouth, WI (LUX)",
20957,"Weyauwega, WI (LUX)",
20958,"Stockbridge, WI (LUX)",
20959,"Reedsville, WI (LUX)",
20960,"Fremont, WI (LUX)",
20961,"Random Lake, WI (LUX)",
20962,"Waterloo, WI (LUX)",
20963,"Fall River, WI (LUX)",
20964,"Horicon, WI (LUX)",
20965,"Pulaski, WI (LUX)",
20966,"Greenbush, WI (LUX)",
20967,"Sherwood, WI (LUX)",
20968,"Coleman, WI (LUX)",
20969,"Oconto, WI (LUX)",
20970,"Black Creek, WI (LUX)",
20971,"Fox Lake, WI (LUX)",
20972,"Cascade, WI (LUX)",
20973,"Brillion, WI (LUX)",
20974,"Nichols, WI (LUX)",
20975,"Wrightstown, WI (LUX)",
20976,"Campbellsport, WI (LUX)",
20977,"Washington Island, WI (LUX)",
20978,"Luxemburg, WI (LUX)",
20979,"Jefferson, WI (LUX)",
20980,"Burnett, WI (LUX)",
20981,"Howards Grove, WI (LUX)",
20982,"Redgranite, WI (LUX)",
20983,"Winneconne, WI (LUX)",
20984,"Oakfield, WI (LUX)",
20985,"Suring, WI (LUX)",
20986,"Larsen, WI (LUX)",
20987,"Manawa, WI (LUX)",
20988,"Gillett, WI (LUX)",
20989,"Lena, WI (LUX)",
20990,"Reeseville, WI (LUX)",
20991,"Rio, WI (LUX)",
20992,"Wild Rose, WI (LUX)",
20993,"St Cloud, WI (LUX)",
20994,"Sister Bay, WI (LUX)",
20995,"Oneida, WI (LUX)",
20996,"Mishicot, WI (LUX)",
20997,"Omro, WI (LUX)",
20998,"Readfield, WI (LUX)",
20999,"Cedar Grove, WI (LUX)",
21000,"Johnsburg, WI (LUX)",
21001,"New Franken, WI (LUX)",
21002,"Tisch Mills, WI (LUX)",
21003,"Hortonville, WI (LUX)",
21004,"Newton, WI (LUX)",
21005,"Whitelaw, WI (LUX)",
21006,"Brussels, WI (LUX)",
21007,"Ripon, WI (LUX)",
21008,"Mount Calvary, WI (LUX)",
21009,"Newtonburg, WI (LUX)",
21010,"Mill Center, WI (LUX)",
21011,"St Nazianz, WI (LUX)",
21012,"Valders, WI (LUX)",
21013,"Elkhart Lake, WI (LUX)",
21014,"Lebanon, WI (LUX)",
21015,"Jacksonport, WI (LUX)",
21016,"Little Sturgeon, WI (LUX)",
21017,"New Holstein, WI (LUX)",
21018,"Casco, WI (LUX)",
21019,"Rosendale, WI (LUX)",
21020,"Hilbert, WI (LUX)",
21021,"Forestville, WI (LUX)",
21022,"Wayside, WI (LUX)",
21023,"Egg Harbor, WI (LUX)",
21024,"Krakow, WI (LUX)",
21025,"Shiocton, WI (LUX)",
21026,"Poy Sippi, WI (LUX)",
21027,"Pleasanton, CA (BDI)",
21028,"Pittsburg, CA (BDI)",
21029,"Antioch, CA (BDI)",
21030,"Concord, CA (BDI)",
21031,"Danville, CA (BDI)",
21032,"Walnut Creek, CA (BDI)",
21033,"Livermore, CA (BDI)",
21034,"Dublin-San Ramon, CA (BDI)",
21035,"Martinez, CA (BDI)",
21036,"Pittsburg West, CA (BDI)",
21037,"Sunol, CA (BDI)",
21038,"Moraga, CA (BDI)",
21039,"East Contra Costa, CA (BDI)",
21040,"Bishop Ranch, CA (BDI)",
21041,"Orinda, CA (BDI)",
21042,"Clayton, CA (BDI)",
21043,"Lafayette, CA (BDI)",
21044,"Globe, AZ (JOR)",
21045,"Bullhead City, AZ (JOR)",
21046,"Show Low, AZ (JOR)",
21047,"Tuba City, AZ (JOR)",
21048,"Lake Havasu City, AZ (JOR)",
21049,"Page, AZ (JOR)",
21050,"Clifton, AZ (JOR)",
21051,"Parker, AZ (JOR)",
21052,"Meadview, AZ (JOR)",
21053,"Winslow, AZ (JOR)",
21054,"Pima, AZ (JOR)",
21055,"Snowflake, AZ (JOR)",
21056,"Wickenburg, AZ (JOR)",
21057,"Safford, AZ (JOR)",
21058,"Somerton, AZ (JOR)",
21059,"Payson, AZ (JOR)",
21060,"Heber, AZ (JOR)",
21061,"Holbrook, AZ (JOR)",
21062,"Pinetop, AZ (JOR)",
21063,"Springerville, AZ (JOR)",
21064,"Lake Mohave Ranchos, AZ (JOR)",
21065,"Lake Pleasant, AZ (JOR)",
21066,"Aguila, AZ (JOR)",
21067,"Wikieup, AZ (JOR)",
21068,"Kingman, AZ (JOR)",
21069,"Ehrenberg, AZ (JOR)",
21070,"Window Rock, AZ (JOR)",
21071,"Grand Canyon, AZ (JOR)",
21072,"Seligman, AZ (JOR)",
21073,"Bagdad, AZ (JOR)",
21074,"Dilcon, AZ (JOR)",
21075,"St Johns, AZ (JOR)",
21076,"Roosevelt Lake, AZ (JOR)",
21077,"Mesquite Creek, AZ (JOR)",
21078,"Gila Bend, AZ (JOR)",
21079,"Whiteriver, AZ (JOR)",
21080,"Alpine, AZ (JOR)",
21081,"Arizona Village, AZ (JOR)",
21082,"Littlefield, AZ (JOR)",
21083,"Chinle, AZ (JOR)",
21084,"Greenehaven, AZ (JOR)",
21085,"Mormon Lake, AZ (JOR)",
21086,"Marble Canyon, AZ (JOR)",
21087,"Duncan, AZ (JOR)",
21088,"Blue Ridge, AZ (JOR)",
21089,"Harquahala Valley, AZ (JOR)",
21090,"Sanders, AZ (JOR)",
21091,"Salome, AZ (JOR)",
21092,"Supai, AZ (JOR)",
21093,"Bouse, AZ (JOR)",
21094,"Castle Rock, AZ (JOR)",
21095,"Peach Springs, AZ (JOR)",
21096,"Bullhead City North, AZ (JOR)",
21097,"Ganado, AZ (JOR)",
21098,"Kayenta, AZ (JOR)",
21099,"Black Mesa, AZ (JOR)",
21100,"Bonita, AZ (JOR)",
21101,"Hyder, AZ (JOR)",
21102,"Young, AZ (JOR)",
21103,"San Carlos, AZ (JOR)",
21104,"Kykotsmovi Village, AZ (JOR)",
21105,"Mohave Valley, AZ (JOR)",
21106,"Teec Nos Pos, AZ (JOR)",
21107,"Greer, AZ (JOR)",
21108,"Fredonia, AZ (JOR)",
21109,"Colorado City, AZ (JOR)",
21110,"Wide Ruins, AZ (JOR)",
21111,"Red Valley, AZ (JOR)",
21112,"Greasewood, AZ (JOR)",
21113,"Dennehotso, AZ (JOR)",
21114,"Rock Point, AZ (JOR)",
21115,"Parker Dam, AZ (JOR)",
21116,"Shonto, AZ (JOR)",
21117,"Kaibito, AZ (JOR)",
21118,"Pinon Cottonwood, AZ (JOR)",
21119,"Leupp, AZ (JOR)",
21120,"York Valley, AZ (JOR)",
21121,"Le Chee, AZ (JOR)",
21122,"Tsaile, AZ (JOR)",
21123,"Rough Rock, AZ (JOR)",
21124,"Fort Defiance, AZ (JOR)",
21125,"Toyei, AZ (JOR)",
21126,"Polacca, AZ (JOR)",
21127,"Keams Canyon, AZ (JOR)",
21128,"Yucca, AZ (JOR)",
21129,"Lukachukai, AZ (JOR)",
21130,"Cibola, AZ (JOR)",
21131,"Quartzsite, AZ (JOR)",
21132,"Millsite, AZ (JOR)",
21133,"Crossville, TN (IND)",
21134,"Lawrenceburg, TN (IND)",
21135,"Sewanee, TN (IND)",
21136,"Shelbyville, TN (IND)",
21137,"Clarksville, TN (IND)",
21138,"Pulaski, TN (IND)",
21139,"McEwen, TN (IND)",
21140,"Waverly, TN (IND)",
21141,"Clifton, TN (IND)",
21142,"Gainesboro, TN (IND)",
21143,"Columbia, TN (IND)",
21144,"Centerville, TN (IND)",
21145,"Tullahoma, TN (IND)",
21146,"Fayetteville, TN (IND)",
21147,"Lynchburg, TN (IND)",
21148,"Hohenwald, TN (IND)",
21149,"Dover, TN (IND)",
21150,"Old Zion, TN (IND)",
21151,"Manchester, TN (IND)",
21152,"Fredonia, TN (IND)",
21153,"Cookeville, TN (IND)",
21154,"Celina, TN (IND)",
21155,"Lewisburg, TN (IND)",
21156,"Waynesboro, TN (IND)",
21157,"Spencer, TN (IND)",
21158,"Baxter, TN (IND)",
21159,"Sparta, TN (IND)",
21160,"Moss, TN (IND)",
21161,"McMinnville, TN (IND)",
21162,"Winchester, TN (IND)",
21163,"Summertown, TN (IND)",
21164,"Belfast, TN (IND)",
21165,"Pleasant Hill, TN (IND)",
21166,"Tennessee Ridge, TN (IND)",
21167,"Ardmore, TN (IND)",
21168,"Hampshire, TN (IND)",
21169,"Erin, TN (IND)",
21170,"Cornersville, TN (IND)",
21171,"Unionville, TN (IND)",
21172,"Elkton, TN (IND)",
21173,"Laager, TN (IND)",
21174,"Beech Grove, TN (IND)",
21175,"Centertown, TN (IND)",
21176,"Hillsboro, TN (IND)",
21177,"Monteagle, TN (IND)",
21178,"Viola, TN (IND)",
21179,"Monterey, TN (IND)",
21180,"Spring Hill, TN (IND)",
21181,"Mount Pleasant, TN (IND)",
21182,"Palmyra, TN (IND)",
21183,"Rock Island, TN (IND)",
21184,"Tracy City, TN (IND)",
21185,"Cookeville South, TN (IND)",
21186,"Estill Springs, TN (IND)",
21187,"Doyle, TN (IND)",
21188,"Flintville, TN (IND)",
21189,"South Oak Grove, TN (IND)",
21190,"Sango, TN (IND)",
21191,"Chapel Hill, TN (IND)",
21192,"Pelham, TN (IND)",
21193,"Cunningham, TN (IND)",
21194,"Wartrace, TN (IND)",
21195,"Linden, TN (IND)",
21196,"Livingston, TN (IND)",
21197,"Dibrell, TN (IND)",
21198,"Bon Decroft, TN (IND)",
21199,"Beersheba, TN (IND)",
21200,"Blanche, TN (IND)",
21201,"Fosterville (Bedford), TN (IND)",
21202,"Lynnville, TN (IND)",
21203,"Santa Fe, TN (IND)",
21204,"Crawford, TN (IND)",
21205,"Huntland, TN (IND)",
21206,"McMinnville Rural, TN (IND)",
21207,"South Guthrie, TN (IND)",
21208,"Rickman, TN (IND)",
21209,"Cumberland City, TN (IND)",
21210,"New Johnsonville, TN (IND)",
21211,"Five Points, TN (IND)",
21212,"Minor Hill, TN (IND)",
21213,"Culleoka, TN (IND)",
21214,"Williamsport, TN (IND)",
21215,"Lobelville, TN (IND)",
21216,"Collinwood, TN (IND)",
21217,"North Springs, TN (IND)",
21218,"Lyles, TN (IND)",
21219,"Petersburg, TN (IND)",
21220,"Granville, TN (IND)",
21221,"Highland, TN (IND)",
21222,"Flat Creek, TN (IND)",
21223,"West Vanleer, TN (IND)",
21224,"McBurg, TN (IND)",
21225,"Sparta Rural, TN (IND)",
21226,"Normandy, TN (IND)",
21227,"Tansi, TN (IND)",
21228,"Jamestown, TN (IND)",
21229,"Ethridge, TN (IND)",
21230,"Loretto, TN (IND)",
21231,"St Joseph, TN (IND)",
21232,"Leoma, TN (IND)",
21233,"Clarkrange, TN (IND)",
21234,"Byrdstown, TN (IND)",
21235,"Livingston, TX (USA)",
21236,"San Augustine, TX (USA)",
21237,"Conroe, TX (USA)",
21238,"Crockett, TX (USA)",
21239,"Nacogdoches, TX (USA)",
21240,"Lufkin, TX (USA)",
21241,"New Waverly, TX (USA)",
21242,"Waller, TX (USA)",
21243,"Corrigan, TX (USA)",
21244,"Navasota, TX (USA)",
21245,"Bedias, TX (USA)",
21246,"Normangee, TX (USA)",
21247,"Cushing, TX (USA)",
21248,"Willis EMS, TX (USA)",
21249,"Grangerland, TX (USA)",
21250,"Hudson (Angelina), TX (USA)",
21251,"Plantersville, TX (USA)",
21252,"Huntington, TX (USA)",
21253,"Madisonville, TX (USA)",
21254,"Joaquin, TX (USA)",
21255,"Shepherd, TX (USA)",
21256,"Tenaha, TX (USA)",
21257,"Willis, TX (USA)",
21258,"Prairie View, TX (USA)",
21259,"Liberty, TX (USA)",
21260,"Timpson, TX (USA)",
21261,"Dayton, TX (USA)",
21262,"Groveton, TX (USA)",
21263,"Trinity, TX (USA)",
21264,"Batson, TX (USA)",
21265,"Cut 'n Shoot, TX (USA)",
21266,"Shiro, TX (USA)",
21267,"Riverbrook, TX (USA)",
21268,"Saratoga, TX (USA)",
21269,"Montgomery (Montgomery), TX (USA)",
21270,"Raywood, TX (USA)",
21271,"Waterwood, TX (USA)",
21272,"Garrison, TX (USA)",
21273,"Center, TX (USA)",
21274,"Central, TX (USA)",
21275,"Apple Springs, TX (USA)",
21276,"Huntsville, TX (USA)",
21277,"Etoile, TX (USA)",
21278,"Wells, TX (USA)",
21279,"Hardin, TX (USA)",
21280,"Hull, TX (USA)",
21281,"Diboll, TX (USA)",
21282,"Grapeland, TX (USA)",
21283,"Fuller Springs, TX (USA)",
21284,"Riverbrook EMS, TX (USA)",
21285,"Devers, TX (USA)",
21286,"Chireno, TX (USA)",
21287,"Goodrich, TX (USA)",
21288,"Huxley, TX (USA)",
21289,"Reklaw, TX (USA)",
21290,"Oakhurst, TX (USA)",
21291,"Austonio, TX (USA)",
21292,"Iola, TX (USA)",
21293,"North Zulch, TX (USA)",
21294,"Zavalla, TX (USA)",
21295,"Conroe EMS, TX (USA)",
21296,"Cut 'n Shoot EMS, TX (USA)",
21297,"Grangerland EMS, TX (USA)",
